payment_event_id,transaction_id,event_sequence,event_type,status,currency,event_amount_minor,event_time
PEV-000001001,TXN-00000348,3,CAPTURED,RECORDED,USD,4125,2026-02-25 06:17:56
PEV-000001002,TXN-00000349,1,INITIATED,RECORDED,THB,2368,2026-01-30 02:05:06
PEV-000001003,TXN-00000349,2,AUTHORIZED,RECORDED,THB,2368,2026-01-30 02:05:51
PEV-000001004,TXN-00000349,3,CAPTURED,RECORDED,THB,2368,2026-01-30 02:06:36
PEV-000001005,TXN-00000350,1,INITIATED,RECORDED,USD,1673,2026-02-27 17:07:53
PEV-000001006,TXN-00000350,2,AUTHORIZED,RECORDED,USD,1673,2026-02-27 17:08:38
PEV-000001007,TXN-00000350,3,CAPTURED,RECORDED,USD,1673,2026-02-27 17:09:23
PEV-000001008,TXN-00000351,1,INITIATED,RECORDED,SGD,2405,2026-02-28 07:25:07
PEV-000001009,TXN-00000351,2,AUTHORIZED,RECORDED,SGD,2405,2026-02-28 07:25:52
PEV-000001010,TXN-00000351,3,CAPTURED,RECORDED,SGD,2405,2026-02-28 07:26:37
PEV-000001011,TXN-00000352,1,INITIATED,RECORDED,USD,3263,2026-01-16 18:36:18
PEV-000001012,TXN-00000352,2,AUTHORIZED,RECORDED,USD,3263,2026-01-16 18:37:03
PEV-000001013,TXN-00000352,3,CAPTURED,RECORDED,USD,3263,2026-01-16 18:37:48
PEV-000001014,TXN-00000353,1,INITIATED,RECORDED,SGD,5489,2026-02-19 12:01:32
PEV-000001015,TXN-00000353,2,AUTHORIZED,RECORDED,SGD,5489,2026-02-19 12:02:17
PEV-000001016,TXN-00000353,3,CANCELLED,RECORDED,SGD,5489,2026-02-19 12:03:02
PEV-000001017,TXN-00000354,1,INITIATED,RECORDED,THB,2697,2026-01-26 09:09:49
PEV-000001018,TXN-00000354,2,DECLINED,RECORDED,THB,2697,2026-01-26 09:10:34
PEV-000001019,TXN-00000355,1,INITIATED,RECORDED,THB,21711,2026-01-18 06:57:01
PEV-000001020,TXN-00000355,2,AUTHORIZED,RECORDED,THB,21711,2026-01-18 06:57:46
PEV-000001021,TXN-00000355,3,CAPTURED,RECORDED,THB,21711,2026-01-18 06:58:31
PEV-000001022,TXN-00000356,1,INITIATED,RECORDED,THB,14376,2026-02-23 04:35:55
PEV-000001023,TXN-00000356,2,AUTHORIZED,RECORDED,THB,14376,2026-02-23 04:36:40
PEV-000001024,TXN-00000356,3,CAPTURED,RECORDED,THB,14376,2026-02-23 04:37:25
PEV-000001025,TXN-00000357,1,INITIATED,RECORDED,SGD,21447,2026-01-13 06:18:28
PEV-000001026,TXN-00000357,2,AUTHORIZED,RECORDED,SGD,21447,2026-01-13 06:19:13
PEV-000001027,TXN-00000357,3,CAPTURED,RECORDED,SGD,21447,2026-01-13 06:19:58
PEV-000001028,TXN-00000358,1,INITIATED,RECORDED,SGD,2008,2026-01-23 05:31:38
PEV-000001029,TXN-00000358,2,AUTHORIZED,RECORDED,SGD,2008,2026-01-23 05:32:23
PEV-000001030,TXN-00000359,1,INITIATED,RECORDED,SGD,19124,2026-02-21 14:40:11
PEV-000001031,TXN-00000359,2,AUTHORIZED,RECORDED,SGD,19124,2026-02-21 14:40:56
PEV-000001032,TXN-00000359,3,CAPTURED,RECORDED,SGD,19124,2026-02-21 14:41:41
PEV-000001033,TXN-00000360,1,INITIATED,RECORDED,USD,943,2026-01-22 12:07:25
PEV-000001034,TXN-00000360,2,AUTHORIZED,RECORDED,USD,943,2026-01-22 12:08:10
PEV-000001035,TXN-00000360,3,CAPTURED,RECORDED,USD,943,2026-01-22 12:08:55
PEV-000001036,TXN-00000361,1,INITIATED,RECORDED,SGD,1004,2026-01-20 04:06:18
PEV-000001037,TXN-00000361,2,AUTHORIZED,RECORDED,SGD,1004,2026-01-20 04:07:03
PEV-000001038,TXN-00000361,3,CAPTURED,RECORDED,SGD,1004,2026-01-20 04:07:48
PEV-000001039,TXN-00000362,1,INITIATED,RECORDED,SGD,4442,2026-02-17 16:41:41
PEV-000001040,TXN-00000362,2,AUTHORIZED,RECORDED,SGD,4442,2026-02-17 16:42:26
PEV-000001041,TXN-00000362,3,CAPTURED,RECORDED,SGD,4442,2026-02-17 16:43:11
PEV-000001042,TXN-00000363,1,INITIATED,RECORDED,THB,7094,2026-01-01 12:02:13
PEV-000001043,TXN-00000363,2,AUTHORIZED,RECORDED,THB,7094,2026-01-01 12:02:58
PEV-000001044,TXN-00000363,3,CAPTURED,RECORDED,THB,7094,2026-01-01 12:03:43
PEV-000001045,TXN-00000364,1,INITIATED,RECORDED,USD,7974,2026-01-30 05:57:17
PEV-000001046,TXN-00000364,2,AUTHORIZED,RECORDED,USD,7974,2026-01-30 05:58:02
PEV-000001047,TXN-00000364,3,CAPTURED,RECORDED,USD,7974,2026-01-30 05:58:47
PEV-000001048,TXN-00000365,1,INITIATED,RECORDED,USD,3177,2026-01-15 22:14:49
PEV-000001049,TXN-00000365,2,AUTHORIZED,RECORDED,USD,3177,2026-01-15 22:15:34
PEV-000001050,TXN-00000365,3,CANCELLED,RECORDED,USD,3177,2026-01-15 22:16:19
PEV-000001051,TXN-00000366,1,INITIATED,RECORDED,SGD,1058,2026-02-07 13:50:22
PEV-000001052,TXN-00000366,2,AUTHORIZED,RECORDED,SGD,1058,2026-02-07 13:51:07
PEV-000001053,TXN-00000366,3,CAPTURED,RECORDED,SGD,1058,2026-02-07 13:51:52
PEV-000001054,TXN-00000367,1,INITIATED,RECORDED,USD,23030,2026-01-25 01:36:31
PEV-000001055,TXN-00000367,2,AUTHORIZED,RECORDED,USD,23030,2026-01-25 01:37:16
PEV-000001056,TXN-00000367,3,CAPTURED,RECORDED,USD,23030,2026-01-25 01:38:01
PEV-000001057,TXN-00000368,1,INITIATED,RECORDED,THB,6836,2026-01-29 11:02:27
PEV-000001058,TXN-00000368,2,AUTHORIZED,RECORDED,THB,6836,2026-01-29 11:03:12
PEV-000001059,TXN-00000368,3,CAPTURED,RECORDED,THB,6836,2026-01-29 11:03:57
PEV-000001060,TXN-00000369,1,INITIATED,RECORDED,THB,12082,2026-01-25 00:40:34
PEV-000001061,TXN-00000369,2,AUTHORIZED,RECORDED,THB,12082,2026-01-25 00:41:19
PEV-000001062,TXN-00000369,3,CAPTURED,RECORDED,THB,12082,2026-01-25 00:42:04
PEV-000001063,TXN-00000370,1,INITIATED,RECORDED,SGD,1447,2026-02-21 07:02:16
PEV-000001064,TXN-00000370,2,AUTHORIZED,RECORDED,SGD,1447,2026-02-21 07:03:01
PEV-000001065,TXN-00000370,3,CAPTURED,RECORDED,SGD,1447,2026-02-21 07:03:46
PEV-000001066,TXN-00000371,1,INITIATED,RECORDED,USD,6731,2026-02-24 11:28:19
PEV-000001067,TXN-00000371,2,AUTHORIZED,RECORDED,USD,6731,2026-02-24 11:29:04
PEV-000001068,TXN-00000371,3,CAPTURED,RECORDED,USD,6731,2026-02-24 11:29:49
PEV-000001069,TXN-00000372,1,INITIATED,RECORDED,USD,16672,2026-02-05 12:07:06
PEV-000001070,TXN-00000372,2,AUTHORIZED,RECORDED,USD,16672,2026-02-05 12:07:51
PEV-000001071,TXN-00000372,3,CANCELLED,RECORDED,USD,16672,2026-02-05 12:08:36
PEV-000001072,TXN-00000373,1,INITIATED,RECORDED,SGD,1708,2026-01-20 13:59:43
PEV-000001073,TXN-00000373,2,AUTHORIZED,RECORDED,SGD,1708,2026-01-20 14:00:28
PEV-000001074,TXN-00000373,3,CAPTURED,RECORDED,SGD,1708,2026-01-20 14:01:13
PEV-000001075,TXN-00000374,1,INITIATED,RECORDED,USD,12799,2026-01-02 19:40:59
PEV-000001076,TXN-00000374,2,AUTHORIZED,RECORDED,USD,12799,2026-01-02 19:41:44
PEV-000001077,TXN-00000374,3,CAPTURED,RECORDED,USD,12799,2026-01-02 19:42:29
PEV-000001078,TXN-00000375,1,INITIATED,RECORDED,USD,4007,2026-02-12 15:36:11
PEV-000001079,TXN-00000375,2,DECLINED,RECORDED,USD,4007,2026-02-12 15:36:56
PEV-000001080,TXN-00000376,1,INITIATED,RECORDED,USD,2025,2026-01-17 02:26:53
PEV-000001081,TXN-00000376,2,DECLINED,RECORDED,USD,2025,2026-01-17 02:27:38
PEV-000001082,TXN-00000377,1,INITIATED,RECORDED,SGD,6419,2026-01-29 17:45:07
PEV-000001083,TXN-00000377,2,AUTHORIZED,RECORDED,SGD,6419,2026-01-29 17:45:52
PEV-000001084,TXN-00000377,3,CAPTURED,RECORDED,SGD,6419,2026-01-29 17:46:37
PEV-000001085,TXN-00000378,1,INITIATED,RECORDED,USD,1772,2026-01-12 14:28:15
PEV-000001086,TXN-00000378,2,AUTHORIZED,RECORDED,USD,1772,2026-01-12 14:29:00
PEV-000001087,TXN-00000378,3,CAPTURED,RECORDED,USD,1772,2026-01-12 14:29:45
PEV-000001088,TXN-00000379,1,INITIATED,RECORDED,SGD,26574,2026-01-24 00:22:38
PEV-000001089,TXN-00000379,2,AUTHORIZED,RECORDED,SGD,26574,2026-01-24 00:23:23
PEV-000001090,TXN-00000379,3,CANCELLED,RECORDED,SGD,26574,2026-01-24 00:24:08
PEV-000001091,TXN-00000380,1,INITIATED,RECORDED,SGD,17076,2026-01-04 20:28:16
PEV-000001092,TXN-00000380,2,AUTHORIZED,RECORDED,SGD,17076,2026-01-04 20:29:01
PEV-000001093,TXN-00000381,1,INITIATED,RECORDED,USD,14706,2026-02-13 23:46:47
PEV-000001094,TXN-00000381,2,AUTHORIZED,RECORDED,USD,14706,2026-02-13 23:47:32
PEV-000001095,TXN-00000381,3,CAPTURED,RECORDED,USD,14706,2026-02-13 23:48:17
PEV-000001096,TXN-00000382,1,INITIATED,RECORDED,THB,8237,2026-01-29 13:50:30
PEV-000001097,TXN-00000382,2,AUTHORIZED,RECORDED,THB,8237,2026-01-29 13:51:15
PEV-000001098,TXN-00000382,3,CAPTURED,RECORDED,THB,8237,2026-01-29 13:52:00
PEV-000001099,TXN-00000383,1,INITIATED,RECORDED,THB,4358,2026-01-20 10:24:25
PEV-000001100,TXN-00000383,2,AUTHORIZED,RECORDED,THB,4358,2026-01-20 10:25:10
PEV-000001101,TXN-00000383,3,CAPTURED,RECORDED,THB,4358,2026-01-20 10:25:55
PEV-000001102,TXN-00000384,1,INITIATED,RECORDED,SGD,1519,2026-01-22 07:21:46
PEV-000001103,TXN-00000384,2,AUTHORIZED,RECORDED,SGD,1519,2026-01-22 07:22:31
PEV-000001104,TXN-00000384,3,CAPTURED,RECORDED,SGD,1519,2026-01-22 07:23:16
PEV-000001105,TXN-00000385,1,INITIATED,RECORDED,SGD,71057,2026-02-08 16:55:02
PEV-000001106,TXN-00000385,2,AUTHORIZED,RECORDED,SGD,71057,2026-02-08 16:55:47
PEV-000001107,TXN-00000385,3,CAPTURED,RECORDED,SGD,71057,2026-02-08 16:56:32
PEV-000001108,TXN-00000386,1,INITIATED,RECORDED,THB,6601,2026-02-27 05:56:10
PEV-000001109,TXN-00000386,2,AUTHORIZED,RECORDED,THB,6601,2026-02-27 05:56:55
PEV-000001110,TXN-00000386,3,CAPTURED,RECORDED,THB,6601,2026-02-27 05:57:40
PEV-000001111,TXN-00000387,1,INITIATED,RECORDED,THB,7417,2026-02-01 09:22:39
PEV-000001112,TXN-00000387,2,AUTHORIZED,RECORDED,THB,7417,2026-02-01 09:23:24
PEV-000001113,TXN-00000387,3,CAPTURED,RECORDED,THB,7417,2026-02-01 09:24:09
PEV-000001114,TXN-00000388,1,INITIATED,RECORDED,USD,1801,2026-02-02 07:47:52
PEV-000001115,TXN-00000388,2,AUTHORIZED,RECORDED,USD,1801,2026-02-02 07:48:37
PEV-000001116,TXN-00000388,3,CAPTURED,RECORDED,USD,1801,2026-02-02 07:49:22
PEV-000001117,TXN-00000389,1,INITIATED,RECORDED,THB,1696,2026-02-01 12:45:46
PEV-000001118,TXN-00000389,2,AUTHORIZED,RECORDED,THB,1696,2026-02-01 12:46:31
PEV-000001119,TXN-00000389,3,CAPTURED,RECORDED,THB,1696,2026-02-01 12:47:16
PEV-000001120,TXN-00000390,1,INITIATED,RECORDED,SGD,988,2026-02-12 07:22:56
PEV-000001121,TXN-00000390,2,AUTHORIZED,RECORDED,SGD,988,2026-02-12 07:23:41
PEV-000001122,TXN-00000390,3,CAPTURED,RECORDED,SGD,988,2026-02-12 07:24:26
PEV-000001123,TXN-00000391,1,INITIATED,RECORDED,SGD,2724,2026-02-06 19:53:02
PEV-000001124,TXN-00000391,2,AUTHORIZED,RECORDED,SGD,2724,2026-02-06 19:53:47
PEV-000001125,TXN-00000391,3,CAPTURED,RECORDED,SGD,2724,2026-02-06 19:54:32
PEV-000001126,TXN-00000392,1,INITIATED,RECORDED,SGD,6435,2026-02-21 06:52:37
PEV-000001127,TXN-00000392,2,AUTHORIZED,RECORDED,SGD,6435,2026-02-21 06:53:22
PEV-000001128,TXN-00000392,3,CAPTURED,RECORDED,SGD,6435,2026-02-21 06:54:07
PEV-000001129,TXN-00000393,1,INITIATED,RECORDED,THB,22428,2026-01-27 15:00:23
PEV-000001130,TXN-00000393,2,AUTHORIZED,RECORDED,THB,22428,2026-01-27 15:01:08
PEV-000001131,TXN-00000394,1,INITIATED,RECORDED,SGD,5720,2026-02-17 16:04:34
PEV-000001132,TXN-00000394,2,AUTHORIZED,RECORDED,SGD,5720,2026-02-17 16:05:19
PEV-000001133,TXN-00000395,1,INITIATED,RECORDED,THB,10436,2026-03-01 14:32:00
PEV-000001134,TXN-00000395,2,DECLINED,RECORDED,THB,10436,2026-03-01 14:32:45
PEV-000001135,TXN-00000396,1,INITIATED,RECORDED,THB,1879,2026-02-19 10:32:26
PEV-000001136,TXN-00000396,2,AUTHORIZED,RECORDED,THB,1879,2026-02-19 10:33:11
PEV-000001137,TXN-00000396,3,CANCELLED,RECORDED,THB,1879,2026-02-19 10:33:56
PEV-000001138,TXN-00000397,1,INITIATED,RECORDED,SGD,1961,2026-01-17 10:50:37
PEV-000001139,TXN-00000397,2,AUTHORIZED,RECORDED,SGD,1961,2026-01-17 10:51:22
PEV-000001140,TXN-00000397,3,CAPTURED,RECORDED,SGD,1961,2026-01-17 10:52:07
PEV-000001141,TXN-00000398,1,INITIATED,RECORDED,SGD,44009,2026-02-21 16:12:10
PEV-000001142,TXN-00000398,2,DECLINED,RECORDED,SGD,44009,2026-02-21 16:12:55
PEV-000001143,TXN-00000399,1,INITIATED,RECORDED,THB,16957,2026-02-17 16:07:31
PEV-000001144,TXN-00000399,2,AUTHORIZED,RECORDED,THB,16957,2026-02-17 16:08:16
PEV-000001145,TXN-00000399,3,CANCELLED,RECORDED,THB,16957,2026-02-17 16:09:01
PEV-000001146,TXN-00000400,1,INITIATED,RECORDED,THB,4663,2026-02-11 04:43:27
PEV-000001147,TXN-00000400,2,AUTHORIZED,RECORDED,THB,4663,2026-02-11 04:44:12
PEV-000001148,TXN-00000400,3,CAPTURED,RECORDED,THB,4663,2026-02-11 04:44:57
PEV-000001149,TXN-00000401,1,INITIATED,RECORDED,THB,9007,2026-02-07 17:01:06
PEV-000001150,TXN-00000401,2,AUTHORIZED,RECORDED,THB,9007,2026-02-07 17:01:51
PEV-000001151,TXN-00000401,3,CAPTURED,RECORDED,THB,9007,2026-02-07 17:02:36
PEV-000001152,TXN-00000402,1,INITIATED,RECORDED,SGD,5724,2026-02-24 04:57:11
PEV-000001153,TXN-00000402,2,AUTHORIZED,RECORDED,SGD,5724,2026-02-24 04:57:56
PEV-000001154,TXN-00000402,3,CAPTURED,RECORDED,SGD,5724,2026-02-24 04:58:41
PEV-000001155,TXN-00000403,1,INITIATED,RECORDED,USD,8185,2026-02-01 08:26:43
PEV-000001156,TXN-00000403,2,AUTHORIZED,RECORDED,USD,8185,2026-02-01 08:27:28
PEV-000001157,TXN-00000403,3,CAPTURED,RECORDED,USD,8185,2026-02-01 08:28:13
PEV-000001158,TXN-00000404,1,INITIATED,RECORDED,THB,16307,2026-01-30 12:55:10
PEV-000001159,TXN-00000404,2,AUTHORIZED,RECORDED,THB,16307,2026-01-30 12:55:55
PEV-000001160,TXN-00000404,3,CAPTURED,RECORDED,THB,16307,2026-01-30 12:56:40
PEV-000001161,TXN-00000405,1,INITIATED,RECORDED,USD,7383,2026-02-19 06:14:14
PEV-000001162,TXN-00000405,2,AUTHORIZED,RECORDED,USD,7383,2026-02-19 06:14:59
PEV-000001163,TXN-00000405,3,CAPTURED,RECORDED,USD,7383,2026-02-19 06:15:44
PEV-000001164,TXN-00000406,1,INITIATED,RECORDED,SGD,4630,2026-01-02 09:17:56
PEV-000001165,TXN-00000406,2,AUTHORIZED,RECORDED,SGD,4630,2026-01-02 09:18:41
PEV-000001166,TXN-00000406,3,CANCELLED,RECORDED,SGD,4630,2026-01-02 09:19:26
PEV-000001167,TXN-00000407,1,INITIATED,RECORDED,SGD,782,2026-01-06 14:45:49
PEV-000001168,TXN-00000407,2,AUTHORIZED,RECORDED,SGD,782,2026-01-06 14:46:34
PEV-000001169,TXN-00000407,3,CAPTURED,RECORDED,SGD,782,2026-01-06 14:47:19
PEV-000001170,TXN-00000408,1,INITIATED,RECORDED,THB,1852,2026-02-15 07:47:29
PEV-000001171,TXN-00000408,2,AUTHORIZED,RECORDED,THB,1852,2026-02-15 07:48:14
PEV-000001172,TXN-00000408,3,CAPTURED,RECORDED,THB,1852,2026-02-15 07:48:59
PEV-000001173,TXN-00000409,1,INITIATED,RECORDED,SGD,13144,2026-01-31 03:36:55
PEV-000001174,TXN-00000409,2,AUTHORIZED,RECORDED,SGD,13144,2026-01-31 03:37:40
PEV-000001175,TXN-00000409,3,CANCELLED,RECORDED,SGD,13144,2026-01-31 03:38:25
PEV-000001176,TXN-00000410,1,INITIATED,RECORDED,USD,9700,2026-02-25 02:51:45
PEV-000001177,TXN-00000410,2,AUTHORIZED,RECORDED,USD,9700,2026-02-25 02:52:30
PEV-000001178,TXN-00000410,3,CAPTURED,RECORDED,USD,9700,2026-02-25 02:53:15
PEV-000001179,TXN-00000411,1,INITIATED,RECORDED,SGD,4671,2026-02-03 15:56:56
PEV-000001180,TXN-00000411,2,AUTHORIZED,RECORDED,SGD,4671,2026-02-03 15:57:41
PEV-000001181,TXN-00000411,3,CAPTURED,RECORDED,SGD,4671,2026-02-03 15:58:26
PEV-000001182,TXN-00000412,1,INITIATED,RECORDED,USD,2853,2026-02-12 02:38:30
PEV-000001183,TXN-00000412,2,AUTHORIZED,RECORDED,USD,2853,2026-02-12 02:39:15
PEV-000001184,TXN-00000412,3,CAPTURED,RECORDED,USD,2853,2026-02-12 02:40:00
PEV-000001185,TXN-00000413,1,INITIATED,RECORDED,SGD,3967,2026-01-26 06:47:13
PEV-000001186,TXN-00000413,2,AUTHORIZED,RECORDED,SGD,3967,2026-01-26 06:47:58
PEV-000001187,TXN-00000413,3,CAPTURED,RECORDED,SGD,3967,2026-01-26 06:48:43
PEV-000001188,TXN-00000414,1,INITIATED,RECORDED,SGD,12280,2026-01-24 16:24:33
PEV-000001189,TXN-00000414,2,AUTHORIZED,RECORDED,SGD,12280,2026-01-24 16:25:18
PEV-000001190,TXN-00000415,1,INITIATED,RECORDED,SGD,2984,2026-02-01 06:39:44
PEV-000001191,TXN-00000415,2,AUTHORIZED,RECORDED,SGD,2984,2026-02-01 06:40:29
PEV-000001192,TXN-00000415,3,CAPTURED,RECORDED,SGD,2984,2026-02-01 06:41:14
PEV-000001193,TXN-00000416,1,INITIATED,RECORDED,SGD,1987,2026-01-05 03:36:30
PEV-000001194,TXN-00000416,2,AUTHORIZED,RECORDED,SGD,1987,2026-01-05 03:37:15
PEV-000001195,TXN-00000416,3,CAPTURED,RECORDED,SGD,1987,2026-01-05 03:38:00
PEV-000001196,TXN-00000417,1,INITIATED,RECORDED,SGD,4749,2026-01-01 03:02:00
PEV-000001197,TXN-00000417,2,AUTHORIZED,RECORDED,SGD,4749,2026-01-01 03:02:45
PEV-000001198,TXN-00000417,3,CAPTURED,RECORDED,SGD,4749,2026-01-01 03:03:30
PEV-000001199,TXN-00000418,1,INITIATED,RECORDED,THB,40763,2026-01-14 03:26:34
PEV-000001200,TXN-00000418,2,AUTHORIZED,RECORDED,THB,40763,2026-01-14 03:27:19
PEV-000001201,TXN-00000418,3,CAPTURED,RECORDED,THB,40763,2026-01-14 03:28:04
PEV-000001202,TXN-00000419,1,INITIATED,RECORDED,SGD,2956,2026-02-25 06:11:39
PEV-000001203,TXN-00000419,2,AUTHORIZED,RECORDED,SGD,2956,2026-02-25 06:12:24
PEV-000001204,TXN-00000419,3,CAPTURED,RECORDED,SGD,2956,2026-02-25 06:13:09
PEV-000001205,TXN-00000420,1,INITIATED,RECORDED,SGD,8214,2026-01-17 22:26:11
PEV-000001206,TXN-00000420,2,AUTHORIZED,RECORDED,SGD,8214,2026-01-17 22:26:56
PEV-000001207,TXN-00000420,3,CAPTURED,RECORDED,SGD,8214,2026-01-17 22:27:41
PEV-000001208,TXN-00000421,1,INITIATED,RECORDED,USD,5760,2026-01-14 06:02:05
PEV-000001209,TXN-00000421,2,AUTHORIZED,RECORDED,USD,5760,2026-01-14 06:02:50
PEV-000001210,TXN-00000421,3,CAPTURED,RECORDED,USD,5760,2026-01-14 06:03:35
PEV-000001211,TXN-00000422,1,INITIATED,RECORDED,THB,7448,2026-02-01 20:14:41
PEV-000001212,TXN-00000422,2,AUTHORIZED,RECORDED,THB,7448,2026-02-01 20:15:26
PEV-000001213,TXN-00000422,3,CANCELLED,RECORDED,THB,7448,2026-02-01 20:16:11
PEV-000001214,TXN-00000423,1,INITIATED,RECORDED,SGD,754,2026-01-21 22:25:05
PEV-000001215,TXN-00000423,2,AUTHORIZED,RECORDED,SGD,754,2026-01-21 22:25:50
PEV-000001216,TXN-00000423,3,CAPTURED,RECORDED,SGD,754,2026-01-21 22:26:35
PEV-000001217,TXN-00000424,1,INITIATED,RECORDED,SGD,8190,2026-01-21 00:31:58
PEV-000001218,TXN-00000424,2,AUTHORIZED,RECORDED,SGD,8190,2026-01-21 00:32:43
PEV-000001219,TXN-00000424,3,CAPTURED,RECORDED,SGD,8190,2026-01-21 00:33:28
PEV-000001220,TXN-00000425,1,INITIATED,RECORDED,USD,4072,2026-01-01 09:57:33
PEV-000001221,TXN-00000425,2,AUTHORIZED,RECORDED,USD,4072,2026-01-01 09:58:18
PEV-000001222,TXN-00000425,3,CAPTURED,RECORDED,USD,4072,2026-01-01 09:59:03
PEV-000001223,TXN-00000426,1,INITIATED,RECORDED,SGD,7316,2026-01-29 23:04:02
PEV-000001224,TXN-00000426,2,AUTHORIZED,RECORDED,SGD,7316,2026-01-29 23:04:47
PEV-000001225,TXN-00000426,3,CAPTURED,RECORDED,SGD,7316,2026-01-29 23:05:32
PEV-000001226,TXN-00000427,1,INITIATED,RECORDED,USD,1385,2026-01-28 18:40:01
PEV-000001227,TXN-00000427,2,AUTHORIZED,RECORDED,USD,1385,2026-01-28 18:40:46
PEV-000001228,TXN-00000427,3,CAPTURED,RECORDED,USD,1385,2026-01-28 18:41:31
PEV-000001229,TXN-00000428,1,INITIATED,RECORDED,SGD,7713,2026-01-30 04:21:26
PEV-000001230,TXN-00000428,2,AUTHORIZED,RECORDED,SGD,7713,2026-01-30 04:22:11
PEV-000001231,TXN-00000429,1,INITIATED,RECORDED,USD,1583,2026-01-14 16:17:22
PEV-000001232,TXN-00000429,2,AUTHORIZED,RECORDED,USD,1583,2026-01-14 16:18:07
PEV-000001233,TXN-00000429,3,CAPTURED,RECORDED,USD,1583,2026-01-14 16:18:52
PEV-000001234,TXN-00000430,1,INITIATED,RECORDED,USD,3504,2026-02-07 11:17:11
PEV-000001235,TXN-00000430,2,AUTHORIZED,RECORDED,USD,3504,2026-02-07 11:17:56
PEV-000001236,TXN-00000430,3,CAPTURED,RECORDED,USD,3504,2026-02-07 11:18:41
PEV-000001237,TXN-00000431,1,INITIATED,RECORDED,SGD,3322,2026-02-12 15:22:30
PEV-000001238,TXN-00000431,2,AUTHORIZED,RECORDED,SGD,3322,2026-02-12 15:23:15
PEV-000001239,TXN-00000431,3,CAPTURED,RECORDED,SGD,3322,2026-02-12 15:24:00
PEV-000001240,TXN-00000432,1,INITIATED,RECORDED,USD,27246,2026-02-06 07:41:35
PEV-000001241,TXN-00000432,2,AUTHORIZED,RECORDED,USD,27246,2026-02-06 07:42:20
PEV-000001242,TXN-00000432,3,CAPTURED,RECORDED,USD,27246,2026-02-06 07:43:05
PEV-000001243,TXN-00000433,1,INITIATED,RECORDED,USD,12796,2026-01-11 11:55:49
PEV-000001244,TXN-00000433,2,AUTHORIZED,RECORDED,USD,12796,2026-01-11 11:56:34
PEV-000001245,TXN-00000434,1,INITIATED,RECORDED,SGD,3265,2026-01-04 16:51:52
PEV-000001246,TXN-00000434,2,AUTHORIZED,RECORDED,SGD,3265,2026-01-04 16:52:37
PEV-000001247,TXN-00000435,1,INITIATED,RECORDED,USD,7547,2026-03-01 01:35:02
PEV-000001248,TXN-00000435,2,AUTHORIZED,RECORDED,USD,7547,2026-03-01 01:35:47
PEV-000001249,TXN-00000435,3,CAPTURED,RECORDED,USD,7547,2026-03-01 01:36:32
PEV-000001250,TXN-00000436,1,INITIATED,RECORDED,SGD,15421,2026-02-18 13:42:32
PEV-000001251,TXN-00000436,2,AUTHORIZED,RECORDED,SGD,15421,2026-02-18 13:43:17
PEV-000001252,TXN-00000436,3,CAPTURED,RECORDED,SGD,15421,2026-02-18 13:44:02
PEV-000001253,TXN-00000437,1,INITIATED,RECORDED,THB,22886,2026-02-25 21:24:37
PEV-000001254,TXN-00000437,2,AUTHORIZED,RECORDED,THB,22886,2026-02-25 21:25:22
PEV-000001255,TXN-00000437,3,CAPTURED,RECORDED,THB,22886,2026-02-25 21:26:07
PEV-000001256,TXN-00000438,1,INITIATED,RECORDED,THB,1466,2026-01-25 14:21:46
PEV-000001257,TXN-00000438,2,AUTHORIZED,RECORDED,THB,1466,2026-01-25 14:22:31
PEV-000001258,TXN-00000438,3,CAPTURED,RECORDED,THB,1466,2026-01-25 14:23:16
PEV-000001259,TXN-00000439,1,INITIATED,RECORDED,USD,1496,2026-01-02 03:19:03
PEV-000001260,TXN-00000439,2,AUTHORIZED,RECORDED,USD,1496,2026-01-02 03:19:48
PEV-000001261,TXN-00000439,3,CAPTURED,RECORDED,USD,1496,2026-01-02 03:20:33
PEV-000001262,TXN-00000440,1,INITIATED,RECORDED,THB,8157,2026-02-10 12:25:59
PEV-000001263,TXN-00000440,2,AUTHORIZED,RECORDED,THB,8157,2026-02-10 12:26:44
PEV-000001264,TXN-00000440,3,CAPTURED,RECORDED,THB,8157,2026-02-10 12:27:29
PEV-000001265,TXN-00000441,1,INITIATED,RECORDED,USD,37432,2026-02-21 13:13:45
PEV-000001266,TXN-00000441,2,AUTHORIZED,RECORDED,USD,37432,2026-02-21 13:14:30
PEV-000001267,TXN-00000441,3,CAPTURED,RECORDED,USD,37432,2026-02-21 13:15:15
PEV-000001268,TXN-00000442,1,INITIATED,RECORDED,SGD,3256,2026-01-20 03:09:54
PEV-000001269,TXN-00000442,2,AUTHORIZED,RECORDED,SGD,3256,2026-01-20 03:10:39
PEV-000001270,TXN-00000442,3,CAPTURED,RECORDED,SGD,3256,2026-01-20 03:11:24
PEV-000001271,TXN-00000443,1,INITIATED,RECORDED,SGD,3984,2026-02-01 23:50:31
PEV-000001272,TXN-00000443,2,AUTHORIZED,RECORDED,SGD,3984,2026-02-01 23:51:16
PEV-000001273,TXN-00000443,3,CAPTURED,RECORDED,SGD,3984,2026-02-01 23:52:01
PEV-000001274,TXN-00000444,1,INITIATED,RECORDED,USD,3134,2026-01-10 14:13:00
PEV-000001275,TXN-00000444,2,AUTHORIZED,RECORDED,USD,3134,2026-01-10 14:13:45
