customer_id,customer_token,risk_tier,segment,country_code,created_at
CUS-000284,SYN-CUSTOMER-000284,LOW,PREMIUM,TH,2025-02-14 00:00:00
CUS-000285,SYN-CUSTOMER-000285,LOW,RETAIL,SG,2025-02-13 00:00:00
CUS-000286,SYN-CUSTOMER-000286,MEDIUM,PREMIUM,TH,2025-05-24 00:00:00
CUS-000287,SYN-CUSTOMER-000287,LOW,RETAIL,SG,2025-08-24 00:00:00
CUS-000288,SYN-CUSTOMER-000288,LOW,RETAIL,TH,2025-08-27 00:00:00
CUS-000289,SYN-CUSTOMER-000289,LOW,RETAIL,TH,2025-10-08 00:00:00
CUS-000290,SYN-CUSTOMER-000290,LOW,RETAIL,TH,2025-10-21 00:00:00
CUS-000291,SYN-CUSTOMER-000291,LOW,RETAIL,TH,2025-04-17 00:00:00
CUS-000292,SYN-CUSTOMER-000292,LOW,SME_OWNER,TH,2025-03-29 00:00:00
CUS-000293,SYN-CUSTOMER-000293,MEDIUM,PREMIUM,TH,2025-05-03 00:00:00
CUS-000294,SYN-CUSTOMER-000294,MEDIUM,RETAIL,TH,2025-08-09 00:00:00
CUS-000295,SYN-CUSTOMER-000295,MEDIUM,RETAIL,TH,2025-11-24 00:00:00
CUS-000296,SYN-CUSTOMER-000296,MEDIUM,RETAIL,TH,2025-06-03 00:00:00
CUS-000297,SYN-CUSTOMER-000297,LOW,RETAIL,TH,2025-10-11 00:00:00
CUS-000298,SYN-CUSTOMER-000298,HIGH,RETAIL,TH,2025-11-07 00:00:00
CUS-000299,SYN-CUSTOMER-000299,LOW,RETAIL,TH,2025-06-12 00:00:00
CUS-000300,SYN-CUSTOMER-000300,LOW,RETAIL,TH,2025-02-23 00:00:00
