account_id,customer_id,account_token,currency,account_status,opened_at
ACC-000267,CUS-000228,SYN-ACCOUNT-000267,USD,ACTIVE,2025-05-22 00:00:00
ACC-000268,CUS-000142,SYN-ACCOUNT-000268,SGD,ACTIVE,2025-07-05 00:00:00
ACC-000269,CUS-000159,SYN-ACCOUNT-000269,SGD,ACTIVE,2025-06-22 00:00:00
ACC-000270,CUS-000002,SYN-ACCOUNT-000270,SGD,SUSPENDED,2025-10-09 00:00:00
ACC-000271,CUS-000114,SYN-ACCOUNT-000271,SGD,ACTIVE,2025-06-18 00:00:00
ACC-000272,CUS-000257,SYN-ACCOUNT-000272,THB,REVIEW,2025-05-14 00:00:00
ACC-000273,CUS-000157,SYN-ACCOUNT-000273,THB,ACTIVE,2025-12-20 00:00:00
ACC-000274,CUS-000129,SYN-ACCOUNT-000274,USD,ACTIVE,2025-09-03 00:00:00
ACC-000275,CUS-000231,SYN-ACCOUNT-000275,SGD,ACTIVE,2025-06-24 00:00:00
ACC-000276,CUS-000179,SYN-ACCOUNT-000276,USD,ACTIVE,2025-12-24 00:00:00
ACC-000277,CUS-000159,SYN-ACCOUNT-000277,SGD,ACTIVE,2025-09-12 00:00:00
ACC-000278,CUS-000144,SYN-ACCOUNT-000278,USD,ACTIVE,2025-12-13 00:00:00
ACC-000279,CUS-000090,SYN-ACCOUNT-000279,SGD,ACTIVE,2025-03-16 00:00:00
ACC-000280,CUS-000064,SYN-ACCOUNT-000280,USD,ACTIVE,2025-06-08 00:00:00
ACC-000281,CUS-000109,SYN-ACCOUNT-000281,SGD,ACTIVE,2025-05-11 00:00:00
ACC-000282,CUS-000180,SYN-ACCOUNT-000282,THB,ACTIVE,2025-08-20 00:00:00
ACC-000283,CUS-000085,SYN-ACCOUNT-000283,USD,ACTIVE,2025-06-18 00:00:00
ACC-000284,CUS-000277,SYN-ACCOUNT-000284,SGD,ACTIVE,2025-07-27 00:00:00
ACC-000285,CUS-000187,SYN-ACCOUNT-000285,SGD,ACTIVE,2025-10-24 00:00:00
ACC-000286,CUS-000075,SYN-ACCOUNT-000286,THB,ACTIVE,2025-12-11 00:00:00
ACC-000287,CUS-000125,SYN-ACCOUNT-000287,USD,ACTIVE,2025-08-18 00:00:00
ACC-000288,CUS-000066,SYN-ACCOUNT-000288,USD,ACTIVE,2025-08-25 00:00:00
ACC-000289,CUS-000034,SYN-ACCOUNT-000289,SGD,ACTIVE,2025-09-25 00:00:00
ACC-000290,CUS-000275,SYN-ACCOUNT-000290,USD,ACTIVE,2025-08-13 00:00:00
ACC-000291,CUS-000167,SYN-ACCOUNT-000291,USD,ACTIVE,2025-03-13 00:00:00
ACC-000292,CUS-000172,SYN-ACCOUNT-000292,THB,ACTIVE,2025-04-16 00:00:00
ACC-000293,CUS-000261,SYN-ACCOUNT-000293,THB,ACTIVE,2025-06-05 00:00:00
ACC-000294,CUS-000220,SYN-ACCOUNT-000294,SGD,ACTIVE,2025-09-14 00:00:00
ACC-000295,CUS-000206,SYN-ACCOUNT-000295,THB,ACTIVE,2025-11-18 00:00:00
ACC-000296,CUS-000132,SYN-ACCOUNT-000296,USD,ACTIVE,2025-09-06 00:00:00
ACC-000297,CUS-000057,SYN-ACCOUNT-000297,SGD,ACTIVE,2025-05-18 00:00:00
ACC-000298,CUS-000266,SYN-ACCOUNT-000298,SGD,ACTIVE,2025-06-11 00:00:00
ACC-000299,CUS-000155,SYN-ACCOUNT-000299,THB,ACTIVE,2025-03-08 00:00:00
ACC-000300,CUS-000181,SYN-ACCOUNT-000300,THB,ACTIVE,2025-04-07 00:00:00
ACC-000301,CUS-000197,SYN-ACCOUNT-000301,THB,ACTIVE,2025-09-09 00:00:00
ACC-000302,CUS-000116,SYN-ACCOUNT-000302,THB,ACTIVE,2025-11-24 00:00:00
ACC-000303,CUS-000083,SYN-ACCOUNT-000303,SGD,ACTIVE,2025-05-24 00:00:00
ACC-000304,CUS-000034,SYN-ACCOUNT-000304,SGD,ACTIVE,2025-07-19 00:00:00
ACC-000305,CUS-000032,SYN-ACCOUNT-000305,THB,REVIEW,2025-12-21 00:00:00
ACC-000306,CUS-000088,SYN-ACCOUNT-000306,SGD,ACTIVE,2025-04-03 00:00:00
ACC-000307,CUS-000036,SYN-ACCOUNT-000307,THB,ACTIVE,2025-03-09 00:00:00
ACC-000308,CUS-000215,SYN-ACCOUNT-000308,SGD,ACTIVE,2025-09-11 00:00:00
ACC-000309,CUS-000246,SYN-ACCOUNT-000309,SGD,ACTIVE,2025-03-29 00:00:00
ACC-000310,CUS-000284,SYN-ACCOUNT-000310,THB,ACTIVE,2025-07-07 00:00:00
ACC-000311,CUS-000001,SYN-ACCOUNT-000311,USD,ACTIVE,2025-07-13 00:00:00
ACC-000312,CUS-000053,SYN-ACCOUNT-000312,SGD,ACTIVE,2025-08-03 00:00:00
ACC-000313,CUS-000222,SYN-ACCOUNT-000313,THB,ACTIVE,2025-06-26 00:00:00
ACC-000314,CUS-000177,SYN-ACCOUNT-000314,THB,ACTIVE,2025-08-24 00:00:00
ACC-000315,CUS-000261,SYN-ACCOUNT-000315,THB,ACTIVE,2025-06-21 00:00:00
ACC-000316,CUS-000007,SYN-ACCOUNT-000316,SGD,ACTIVE,2025-11-17 00:00:00
ACC-000317,CUS-000039,SYN-ACCOUNT-000317,USD,ACTIVE,2025-08-22 00:00:00
ACC-000318,CUS-000135,SYN-ACCOUNT-000318,THB,ACTIVE,2025-07-22 00:00:00
ACC-000319,CUS-000056,SYN-ACCOUNT-000319,SGD,ACTIVE,2025-04-10 00:00:00
ACC-000320,CUS-000164,SYN-ACCOUNT-000320,USD,ACTIVE,2025-07-08 00:00:00
ACC-000321,CUS-000291,SYN-ACCOUNT-000321,THB,ACTIVE,2025-06-10 00:00:00
ACC-000322,CUS-000260,SYN-ACCOUNT-000322,SGD,ACTIVE,2025-05-12 00:00:00
ACC-000323,CUS-000166,SYN-ACCOUNT-000323,USD,ACTIVE,2025-08-13 00:00:00
ACC-000324,CUS-000239,SYN-ACCOUNT-000324,THB,ACTIVE,2025-11-19 00:00:00
ACC-000325,CUS-000209,SYN-ACCOUNT-000325,SGD,SUSPENDED,2025-05-24 00:00:00
ACC-000326,CUS-000059,SYN-ACCOUNT-000326,USD,ACTIVE,2025-05-30 00:00:00
ACC-000327,CUS-000253,SYN-ACCOUNT-000327,USD,ACTIVE,2025-08-09 00:00:00
ACC-000328,CUS-000021,SYN-ACCOUNT-000328,THB,ACTIVE,2025-07-30 00:00:00
ACC-000329,CUS-000294,SYN-ACCOUNT-000329,THB,ACTIVE,2025-05-19 00:00:00
ACC-000330,CUS-000015,SYN-ACCOUNT-000330,USD,ACTIVE,2025-11-29 00:00:00
ACC-000331,CUS-000235,SYN-ACCOUNT-000331,USD,ACTIVE,2025-04-05 00:00:00
ACC-000332,CUS-000017,SYN-ACCOUNT-000332,THB,ACTIVE,2025-06-12 00:00:00
ACC-000333,CUS-000260,SYN-ACCOUNT-000333,USD,ACTIVE,2025-11-19 00:00:00
ACC-000334,CUS-000257,SYN-ACCOUNT-000334,USD,ACTIVE,2025-05-03 00:00:00
ACC-000335,CUS-000179,SYN-ACCOUNT-000335,USD,ACTIVE,2025-12-13 00:00:00
ACC-000336,CUS-000023,SYN-ACCOUNT-000336,THB,ACTIVE,2025-08-24 00:00:00
ACC-000337,CUS-000016,SYN-ACCOUNT-000337,THB,ACTIVE,2025-06-02 00:00:00
ACC-000338,CUS-000130,SYN-ACCOUNT-000338,THB,ACTIVE,2025-04-29 00:00:00
ACC-000339,CUS-000013,SYN-ACCOUNT-000339,SGD,ACTIVE,2025-06-16 00:00:00
ACC-000340,CUS-000202,SYN-ACCOUNT-000340,SGD,ACTIVE,2025-11-07 00:00:00
ACC-000341,CUS-000155,SYN-ACCOUNT-000341,THB,ACTIVE,2025-04-14 00:00:00
ACC-000342,CUS-000186,SYN-ACCOUNT-000342,USD,ACTIVE,2025-03-26 00:00:00
ACC-000343,CUS-000174,SYN-ACCOUNT-000343,THB,ACTIVE,2025-03-13 00:00:00
ACC-000344,CUS-000028,SYN-ACCOUNT-000344,THB,ACTIVE,2025-10-26 00:00:00
ACC-000345,CUS-000185,SYN-ACCOUNT-000345,THB,ACTIVE,2025-09-03 00:00:00
ACC-000346,CUS-000110,SYN-ACCOUNT-000346,THB,ACTIVE,2025-12-10 00:00:00
ACC-000347,CUS-000217,SYN-ACCOUNT-000347,USD,ACTIVE,2025-04-13 00:00:00
ACC-000348,CUS-000112,SYN-ACCOUNT-000348,SGD,ACTIVE,2025-12-04 00:00:00
ACC-000349,CUS-000240,SYN-ACCOUNT-000349,USD,ACTIVE,2025-10-19 00:00:00
ACC-000350,CUS-000194,SYN-ACCOUNT-000350,THB,ACTIVE,2025-05-04 00:00:00
ACC-000351,CUS-000252,SYN-ACCOUNT-000351,USD,ACTIVE,2025-04-15 00:00:00
ACC-000352,CUS-000191,SYN-ACCOUNT-000352,SGD,ACTIVE,2025-06-01 00:00:00
ACC-000353,CUS-000186,SYN-ACCOUNT-000353,THB,ACTIVE,2025-11-16 00:00:00
ACC-000354,CUS-000213,SYN-ACCOUNT-000354,USD,REVIEW,2025-06-05 00:00:00
ACC-000355,CUS-000242,SYN-ACCOUNT-000355,USD,ACTIVE,2025-08-24 00:00:00
ACC-000356,CUS-000197,SYN-ACCOUNT-000356,SGD,ACTIVE,2025-10-22 00:00:00
ACC-000357,CUS-000141,SYN-ACCOUNT-000357,SGD,ACTIVE,2025-06-17 00:00:00
ACC-000358,CUS-000022,SYN-ACCOUNT-000358,THB,ACTIVE,2025-08-25 00:00:00
ACC-000359,CUS-000102,SYN-ACCOUNT-000359,THB,ACTIVE,2025-07-16 00:00:00
ACC-000360,CUS-000055,SYN-ACCOUNT-000360,THB,ACTIVE,2025-06-03 00:00:00
ACC-000361,CUS-000135,SYN-ACCOUNT-000361,USD,ACTIVE,2025-07-09 00:00:00
ACC-000362,CUS-000298,SYN-ACCOUNT-000362,SGD,ACTIVE,2025-10-16 00:00:00
ACC-000363,CUS-000055,SYN-ACCOUNT-000363,THB,ACTIVE,2025-03-24 00:00:00
ACC-000364,CUS-000300,SYN-ACCOUNT-000364,THB,ACTIVE,2025-08-19 00:00:00
ACC-000365,CUS-000274,SYN-ACCOUNT-000365,USD,ACTIVE,2025-08-24 00:00:00
ACC-000366,CUS-000215,SYN-ACCOUNT-000366,USD,ACTIVE,2025-07-23 00:00:00
ACC-000367,CUS-000071,SYN-ACCOUNT-000367,USD,ACTIVE,2025-09-01 00:00:00
ACC-000368,CUS-000157,SYN-ACCOUNT-000368,THB,ACTIVE,2025-06-16 00:00:00
ACC-000369,CUS-000172,SYN-ACCOUNT-000369,USD,REVIEW,2025-04-17 00:00:00
ACC-000370,CUS-000206,SYN-ACCOUNT-000370,THB,ACTIVE,2025-12-09 00:00:00
ACC-000371,CUS-000020,SYN-ACCOUNT-000371,USD,ACTIVE,2025-03-23 00:00:00
ACC-000372,CUS-000248,SYN-ACCOUNT-000372,SGD,ACTIVE,2025-06-15 00:00:00
ACC-000373,CUS-000229,SYN-ACCOUNT-000373,SGD,ACTIVE,2025-04-09 00:00:00
ACC-000374,CUS-000207,SYN-ACCOUNT-000374,USD,ACTIVE,2025-12-23 00:00:00
ACC-000375,CUS-000132,SYN-ACCOUNT-000375,SGD,ACTIVE,2025-05-17 00:00:00
ACC-000376,CUS-000150,SYN-ACCOUNT-000376,THB,ACTIVE,2025-06-19 00:00:00
ACC-000377,CUS-000060,SYN-ACCOUNT-000377,THB,ACTIVE,2025-07-18 00:00:00
ACC-000378,CUS-000187,SYN-ACCOUNT-000378,USD,ACTIVE,2025-11-12 00:00:00
ACC-000379,CUS-000074,SYN-ACCOUNT-000379,USD,ACTIVE,2025-05-25 00:00:00
ACC-000380,CUS-000155,SYN-ACCOUNT-000380,SGD,ACTIVE,2025-07-13 00:00:00
ACC-000381,CUS-000208,SYN-ACCOUNT-000381,USD,ACTIVE,2025-09-17 00:00:00
ACC-000382,CUS-000157,SYN-ACCOUNT-000382,USD,REVIEW,2025-05-02 00:00:00
ACC-000383,CUS-000126,SYN-ACCOUNT-000383,USD,ACTIVE,2025-05-11 00:00:00
ACC-000384,CUS-000238,SYN-ACCOUNT-000384,USD,ACTIVE,2025-04-16 00:00:00
ACC-000385,CUS-000018,SYN-ACCOUNT-000385,THB,ACTIVE,2025-06-22 00:00:00
ACC-000386,CUS-000028,SYN-ACCOUNT-000386,USD,ACTIVE,2025-06-30 00:00:00
ACC-000387,CUS-000262,SYN-ACCOUNT-000387,USD,ACTIVE,2025-10-03 00:00:00
ACC-000388,CUS-000263,SYN-ACCOUNT-000388,USD,ACTIVE,2025-11-24 00:00:00
ACC-000389,CUS-000063,SYN-ACCOUNT-000389,THB,ACTIVE,2025-03-16 00:00:00
ACC-000390,CUS-000028,SYN-ACCOUNT-000390,SGD,ACTIVE,2025-07-06 00:00:00
ACC-000391,CUS-000059,SYN-ACCOUNT-000391,THB,ACTIVE,2025-06-05 00:00:00
ACC-000392,CUS-000230,SYN-ACCOUNT-000392,SGD,ACTIVE,2025-11-07 00:00:00
ACC-000393,CUS-000026,SYN-ACCOUNT-000393,THB,ACTIVE,2025-09-08 00:00:00
ACC-000394,CUS-000079,SYN-ACCOUNT-000394,SGD,ACTIVE,2025-03-18 00:00:00
ACC-000395,CUS-000253,SYN-ACCOUNT-000395,USD,REVIEW,2025-09-28 00:00:00
ACC-000396,CUS-000022,SYN-ACCOUNT-000396,THB,ACTIVE,2025-08-17 00:00:00
ACC-000397,CUS-000048,SYN-ACCOUNT-000397,THB,ACTIVE,2025-12-10 00:00:00
ACC-000398,CUS-000225,SYN-ACCOUNT-000398,THB,ACTIVE,2025-06-21 00:00:00
ACC-000399,CUS-000267,SYN-ACCOUNT-000399,USD,ACTIVE,2025-12-21 00:00:00
ACC-000400,CUS-000255,SYN-ACCOUNT-000400,SGD,ACTIVE,2025-05-01 00:00:00
ACC-000401,CUS-000152,SYN-ACCOUNT-000401,THB,ACTIVE,2025-07-23 00:00:00
ACC-000402,CUS-000296,SYN-ACCOUNT-000402,USD,ACTIVE,2025-06-09 00:00:00
ACC-000403,CUS-000113,SYN-ACCOUNT-000403,USD,ACTIVE,2025-03-12 00:00:00
ACC-000404,CUS-000077,SYN-ACCOUNT-000404,SGD,ACTIVE,2025-05-17 00:00:00
ACC-000405,CUS-000148,SYN-ACCOUNT-000405,USD,ACTIVE,2025-10-06 00:00:00
ACC-000406,CUS-000081,SYN-ACCOUNT-000406,THB,ACTIVE,2025-07-13 00:00:00
ACC-000407,CUS-000130,SYN-ACCOUNT-000407,SGD,ACTIVE,2025-06-14 00:00:00
ACC-000408,CUS-000097,SYN-ACCOUNT-000408,THB,ACTIVE,2025-06-25 00:00:00
ACC-000409,CUS-000005,SYN-ACCOUNT-000409,USD,ACTIVE,2025-04-26 00:00:00
ACC-000410,CUS-000115,SYN-ACCOUNT-000410,USD,ACTIVE,2025-07-18 00:00:00
ACC-000411,CUS-000164,SYN-ACCOUNT-000411,THB,ACTIVE,2025-08-28 00:00:00
ACC-000412,CUS-000069,SYN-ACCOUNT-000412,THB,ACTIVE,2025-10-22 00:00:00
ACC-000413,CUS-000230,SYN-ACCOUNT-000413,USD,ACTIVE,2025-11-14 00:00:00
ACC-000414,CUS-000113,SYN-ACCOUNT-000414,USD,ACTIVE,2025-10-05 00:00:00
ACC-000415,CUS-000079,SYN-ACCOUNT-000415,SGD,SUSPENDED,2025-08-22 00:00:00
ACC-000416,CUS-000041,SYN-ACCOUNT-000416,THB,ACTIVE,2025-12-01 00:00:00
ACC-000417,CUS-000119,SYN-ACCOUNT-000417,USD,ACTIVE,2025-05-20 00:00:00
ACC-000418,CUS-000178,SYN-ACCOUNT-000418,USD,ACTIVE,2025-11-06 00:00:00
ACC-000419,CUS-000057,SYN-ACCOUNT-000419,SGD,ACTIVE,2025-08-02 00:00:00
ACC-000420,CUS-000213,SYN-ACCOUNT-000420,THB,ACTIVE,2025-09-12 00:00:00
ACC-000421,CUS-000108,SYN-ACCOUNT-000421,SGD,ACTIVE,2025-11-17 00:00:00
ACC-000422,CUS-000124,SYN-ACCOUNT-000422,THB,ACTIVE,2025-07-06 00:00:00
ACC-000423,CUS-000130,SYN-ACCOUNT-000423,USD,ACTIVE,2025-11-16 00:00:00
ACC-000424,CUS-000232,SYN-ACCOUNT-000424,USD,ACTIVE,2025-11-30 00:00:00
ACC-000425,CUS-000135,SYN-ACCOUNT-000425,THB,ACTIVE,2025-10-04 00:00:00
ACC-000426,CUS-000062,SYN-ACCOUNT-000426,USD,ACTIVE,2025-09-06 00:00:00
ACC-000427,CUS-000161,SYN-ACCOUNT-000427,THB,ACTIVE,2025-08-09 00:00:00
ACC-000428,CUS-000289,SYN-ACCOUNT-000428,USD,ACTIVE,2025-04-17 00:00:00
ACC-000429,CUS-000271,SYN-ACCOUNT-000429,USD,ACTIVE,2025-07-06 00:00:00
ACC-000430,CUS-000096,SYN-ACCOUNT-000430,THB,ACTIVE,2025-09-12 00:00:00
ACC-000431,CUS-000007,SYN-ACCOUNT-000431,SGD,ACTIVE,2025-09-04 00:00:00
ACC-000432,CUS-000074,SYN-ACCOUNT-000432,SGD,ACTIVE,2025-08-03 00:00:00
ACC-000433,CUS-000225,SYN-ACCOUNT-000433,SGD,ACTIVE,2025-12-19 00:00:00
ACC-000434,CUS-000251,SYN-ACCOUNT-000434,USD,ACTIVE,2025-09-14 00:00:00
ACC-000435,CUS-000117,SYN-ACCOUNT-000435,SGD,ACTIVE,2025-07-09 00:00:00
ACC-000436,CUS-000196,SYN-ACCOUNT-000436,SGD,ACTIVE,2025-05-01 00:00:00
ACC-000437,CUS-000292,SYN-ACCOUNT-000437,THB,ACTIVE,2025-10-02 00:00:00
ACC-000438,CUS-000198,SYN-ACCOUNT-000438,USD,ACTIVE,2025-07-15 00:00:00
ACC-000439,CUS-000115,SYN-ACCOUNT-000439,SGD,ACTIVE,2025-12-04 00:00:00
ACC-000440,CUS-000291,SYN-ACCOUNT-000440,SGD,REVIEW,2025-12-05 00:00:00
ACC-000441,CUS-000041,SYN-ACCOUNT-000441,SGD,ACTIVE,2025-09-18 00:00:00
ACC-000442,CUS-000042,SYN-ACCOUNT-000442,SGD,ACTIVE,2025-11-05 00:00:00
ACC-000443,CUS-000021,SYN-ACCOUNT-000443,SGD,ACTIVE,2025-04-30 00:00:00
ACC-000444,CUS-000155,SYN-ACCOUNT-000444,THB,ACTIVE,2025-12-03 00:00:00
ACC-000445,CUS-000017,SYN-ACCOUNT-000445,SGD,REVIEW,2025-11-24 00:00:00
ACC-000446,CUS-000139,SYN-ACCOUNT-000446,THB,ACTIVE,2025-04-06 00:00:00
ACC-000447,CUS-000077,SYN-ACCOUNT-000447,SGD,ACTIVE,2025-07-25 00:00:00
ACC-000448,CUS-000224,SYN-ACCOUNT-000448,USD,ACTIVE,2025-06-13 00:00:00
ACC-000449,CUS-000134,SYN-ACCOUNT-000449,SGD,ACTIVE,2025-12-04 00:00:00
ACC-000450,CUS-000133,SYN-ACCOUNT-000450,SGD,ACTIVE,2025-08-07 00:00:00
