transaction_id,account_id,merchant_id,idempotency_key,currency,transaction_amount_minor,status,initiated_at,completed_at
TXN-00001320,ACC-000092,MER-00041,IDEMP-00001320,SGD,5927,COMPLETED,2026-02-17 23:42:34,2026-02-17 23:42:35
TXN-00001321,ACC-000212,MER-00054,IDEMP-00001321,THB,10882,COMPLETED,2026-02-20 03:06:33,2026-02-20 03:09:48
TXN-00001322,ACC-000383,MER-00080,IDEMP-00001322,USD,3236,COMPLETED,2026-01-01 02:15:41,2026-01-01 02:16:01
TXN-00001323,ACC-000120,MER-00062,IDEMP-00001323,THB,8616,COMPLETED,2026-01-12 02:20:34,2026-01-12 02:25:34
TXN-00001324,ACC-000165,MER-00066,IDEMP-00001324,THB,4090,COMPLETED,2026-01-16 10:55:38,2026-01-16 10:58:23
TXN-00001325,ACC-000350,MER-00026,IDEMP-00001325,THB,7502,COMPLETED,2026-01-11 02:44:17,2026-01-11 02:48:29
TXN-00001326,ACC-000316,MER-00066,IDEMP-00001326,SGD,19355,COMPLETED,2026-02-28 05:33:31,2026-02-28 05:41:36
TXN-00001327,ACC-000427,MER-00079,IDEMP-00001327,THB,17993,COMPLETED,2026-02-12 05:55:41,2026-02-12 05:59:50
TXN-00001328,ACC-000082,MER-00058,IDEMP-00001328,USD,5786,COMPLETED,2026-01-02 17:31:28,2026-01-02 17:33:28
TXN-00001329,ACC-000356,MER-00080,IDEMP-00001329,SGD,2885,COMPLETED,2026-02-26 20:24:36,2026-02-26 20:29:53
TXN-00001330,ACC-000304,MER-00051,IDEMP-00001330,SGD,12065,COMPLETED,2026-01-27 16:29:28,2026-01-27 16:36:28
TXN-00001331,ACC-000418,MER-00065,IDEMP-00001331,USD,2555,COMPLETED,2026-02-07 03:17:53,2026-02-07 03:23:22
TXN-00001332,ACC-000440,MER-00008,IDEMP-00001332,SGD,3992,COMPLETED,2026-02-21 16:39:15,2026-02-21 16:40:56
TXN-00001333,ACC-000320,MER-00062,IDEMP-00001333,USD,29772,CANCELLED,2026-01-19 01:18:21,2026-01-19 01:18:30
TXN-00001334,ACC-000403,MER-00055,IDEMP-00001334,USD,16383,CANCELLED,2026-02-04 15:28:48,2026-02-04 15:36:48
TXN-00001335,ACC-000416,MER-00016,IDEMP-00001335,THB,2230,COMPLETED,2026-01-10 04:55:29,2026-01-10 05:02:43
TXN-00001336,ACC-000392,MER-00042,IDEMP-00001336,SGD,25236,COMPLETED,2026-01-27 02:10:10,2026-01-27 02:14:02
TXN-00001337,ACC-000078,MER-00032,IDEMP-00001337,SGD,4891,COMPLETED,2026-01-12 21:07:05,2026-01-12 21:16:38
TXN-00001338,ACC-000165,MER-00007,IDEMP-00001338,THB,3211,COMPLETED,2026-01-09 19:52:56,2026-01-09 19:56:20
TXN-00001339,ACC-000050,MER-00031,IDEMP-00001339,SGD,4974,COMPLETED,2026-02-08 17:26:37,2026-02-08 17:28:44
TXN-00001340,ACC-000134,MER-00079,IDEMP-00001340,THB,17115,COMPLETED,2026-02-04 14:32:24,2026-02-04 14:38:34
TXN-00001341,ACC-000097,MER-00048,IDEMP-00001341,SGD,1983,COMPLETED,2026-01-14 21:23:13,2026-01-14 21:29:00
TXN-00001342,ACC-000042,MER-00053,IDEMP-00001342,THB,12932,DECLINED,2026-02-08 08:50:50,2026-02-08 08:52:33
TXN-00001343,ACC-000185,MER-00053,IDEMP-00001343,USD,3647,COMPLETED,2026-02-17 13:30:26,2026-02-17 13:30:30
TXN-00001344,ACC-000095,MER-00072,IDEMP-00001344,USD,24672,DECLINED,2026-03-01 19:13:44,2026-03-01 19:18:57
TXN-00001345,ACC-000429,MER-00024,IDEMP-00001345,USD,7297,DECLINED,2026-01-21 13:01:04,2026-01-21 13:03:54
TXN-00001346,ACC-000272,MER-00072,IDEMP-00001346,THB,3365,COMPLETED,2026-02-17 10:24:40,2026-02-17 10:26:44
TXN-00001347,ACC-000228,MER-00048,IDEMP-00001347,THB,34788,COMPLETED,2026-01-22 18:11:24,2026-01-22 18:16:31
TXN-00001348,ACC-000219,MER-00026,IDEMP-00001348,SGD,338,COMPLETED,2026-01-04 11:34:42,2026-01-04 11:37:42
TXN-00001349,ACC-000292,MER-00044,IDEMP-00001349,THB,5611,COMPLETED,2026-01-02 16:39:07,2026-01-02 16:44:41
TXN-00001350,ACC-000341,MER-00042,IDEMP-00001350,THB,1648,COMPLETED,2026-01-28 06:25:50,2026-01-28 06:26:23
TXN-00001351,ACC-000277,MER-00011,IDEMP-00001351,SGD,25662,COMPLETED,2026-01-17 13:29:40,2026-01-17 13:36:01
TXN-00001352,ACC-000044,MER-00076,IDEMP-00001352,USD,2717,COMPLETED,2026-01-20 03:56:18,2026-01-20 04:00:34
TXN-00001353,ACC-000049,MER-00072,IDEMP-00001353,USD,3619,COMPLETED,2026-02-10 14:07:15,2026-02-10 14:08:34
TXN-00001354,ACC-000200,MER-00003,IDEMP-00001354,USD,8708,COMPLETED,2026-01-16 22:17:30,2026-01-16 22:24:41
TXN-00001355,ACC-000366,MER-00037,IDEMP-00001355,USD,2760,COMPLETED,2026-02-27 05:05:34,2026-02-27 05:05:44
TXN-00001356,ACC-000226,MER-00026,IDEMP-00001356,THB,7346,COMPLETED,2026-02-19 02:50:51,2026-02-19 02:53:52
TXN-00001357,ACC-000388,MER-00071,IDEMP-00001357,USD,975,COMPLETED,2026-02-04 14:31:23,2026-02-04 14:32:16
TXN-00001358,ACC-000396,MER-00043,IDEMP-00001358,THB,1892,COMPLETED,2026-02-10 06:13:49,2026-02-10 06:17:08
TXN-00001359,ACC-000262,MER-00002,IDEMP-00001359,THB,2462,COMPLETED,2026-01-27 03:53:04,2026-01-27 03:53:42
TXN-00001360,ACC-000398,MER-00039,IDEMP-00001360,THB,6374,COMPLETED,2026-02-20 16:52:19,2026-02-20 16:57:32
TXN-00001361,ACC-000030,MER-00064,IDEMP-00001361,SGD,15651,COMPLETED,2026-02-17 12:13:12,2026-02-17 12:22:22
TXN-00001362,ACC-000366,MER-00073,IDEMP-00001362,USD,9015,COMPLETED,2026-01-08 22:10:11,2026-01-08 22:12:14
TXN-00001363,ACC-000073,MER-00024,IDEMP-00001363,THB,1539,COMPLETED,2026-01-11 23:02:10,2026-01-11 23:09:51
TXN-00001364,ACC-000103,MER-00041,IDEMP-00001364,USD,4482,COMPLETED,2026-01-29 07:33:31,2026-01-29 07:34:21
TXN-00001365,ACC-000393,MER-00062,IDEMP-00001365,THB,3394,COMPLETED,2026-01-12 00:06:30,2026-01-12 00:15:28
TXN-00001366,ACC-000045,MER-00049,IDEMP-00001366,THB,7600,COMPLETED,2026-01-02 18:56:16,2026-01-02 18:59:59
TXN-00001367,ACC-000429,MER-00033,IDEMP-00001367,USD,2256,COMPLETED,2026-01-10 01:21:23,2026-01-10 01:22:12
TXN-00001368,ACC-000358,MER-00052,IDEMP-00001368,THB,63001,COMPLETED,2026-02-25 14:07:34,2026-02-25 14:15:27
TXN-00001369,ACC-000081,MER-00003,IDEMP-00001369,USD,1969,COMPLETED,2026-02-09 17:20:04,2026-02-09 17:25:46
TXN-00001370,ACC-000079,MER-00073,IDEMP-00001370,SGD,6421,COMPLETED,2026-02-27 04:38:04,2026-02-27 04:46:19
TXN-00001371,ACC-000228,MER-00007,IDEMP-00001371,THB,2729,COMPLETED,2026-01-10 09:40:42,2026-01-10 09:41:58
TXN-00001372,ACC-000189,MER-00055,IDEMP-00001372,SGD,16886,COMPLETED,2026-01-13 09:58:59,2026-01-13 09:59:41
TXN-00001373,ACC-000184,MER-00064,IDEMP-00001373,SGD,2220,COMPLETED,2026-01-14 13:22:47,2026-01-14 13:25:18
TXN-00001374,ACC-000390,MER-00015,IDEMP-00001374,SGD,1348,COMPLETED,2026-01-13 13:57:07,2026-01-13 14:06:18
TXN-00001375,ACC-000378,MER-00070,IDEMP-00001375,USD,5400,COMPLETED,2026-01-03 01:14:47,2026-01-03 01:24:15
TXN-00001376,ACC-000421,MER-00032,IDEMP-00001376,SGD,7174,COMPLETED,2026-01-16 10:05:10,2026-01-16 10:09:08
TXN-00001377,ACC-000276,MER-00035,IDEMP-00001377,USD,2370,COMPLETED,2026-02-24 17:29:37,2026-02-24 17:31:37
TXN-00001378,ACC-000032,MER-00043,IDEMP-00001378,SGD,1271,COMPLETED,2026-02-17 05:00:00,2026-02-17 05:01:40
TXN-00001379,ACC-000346,MER-00078,IDEMP-00001379,THB,7451,COMPLETED,2026-02-06 17:42:47,2026-02-06 17:49:28
TXN-00001380,ACC-000310,MER-00072,IDEMP-00001380,THB,12569,COMPLETED,2026-01-28 07:47:16,2026-01-28 07:47:22
TXN-00001381,ACC-000222,MER-00075,IDEMP-00001381,USD,4056,COMPLETED,2026-02-04 04:08:36,2026-02-04 04:16:11
TXN-00001382,ACC-000209,MER-00054,IDEMP-00001382,USD,2866,COMPLETED,2026-01-05 18:53:56,2026-01-05 18:59:41
TXN-00001383,ACC-000147,MER-00038,IDEMP-00001383,USD,9762,COMPLETED,2026-02-27 10:14:08,2026-02-27 10:16:26
TXN-00001384,ACC-000039,MER-00059,IDEMP-00001384,USD,6942,COMPLETED,2026-01-06 17:42:01,2026-01-06 17:49:36
TXN-00001385,ACC-000102,MER-00033,IDEMP-00001385,THB,9144,COMPLETED,2026-02-05 05:56:03,2026-02-05 06:02:36
TXN-00001386,ACC-000408,MER-00070,IDEMP-00001386,THB,6272,COMPLETED,2026-02-21 05:19:38,2026-02-21 05:25:16
TXN-00001387,ACC-000323,MER-00030,IDEMP-00001387,USD,6269,COMPLETED,2026-02-21 11:10:54,2026-02-21 11:16:27
TXN-00001388,ACC-000324,MER-00023,IDEMP-00001388,THB,1902,COMPLETED,2026-02-26 00:03:17,2026-02-26 00:08:26
TXN-00001389,ACC-000136,MER-00076,IDEMP-00001389,SGD,17158,DECLINED,2026-01-02 05:52:43,2026-01-02 05:53:54
TXN-00001390,ACC-000219,MER-00032,IDEMP-00001390,SGD,3623,COMPLETED,2026-01-16 11:16:20,2026-01-16 11:18:04
TXN-00001391,ACC-000090,MER-00026,IDEMP-00001391,THB,67548,COMPLETED,2026-01-22 13:03:11,2026-01-22 13:08:08
TXN-00001392,ACC-000239,MER-00037,IDEMP-00001392,USD,1939,COMPLETED,2026-02-18 15:51:54,2026-02-18 15:57:47
TXN-00001393,ACC-000351,MER-00027,IDEMP-00001393,USD,1225,COMPLETED,2026-02-14 02:02:36,2026-02-14 02:02:45
TXN-00001394,ACC-000027,MER-00023,IDEMP-00001394,SGD,7304,COMPLETED,2026-01-29 02:24:43,2026-01-29 02:34:22
TXN-00001395,ACC-000042,MER-00044,IDEMP-00001395,THB,1222,COMPLETED,2026-01-19 15:23:19,2026-01-19 15:30:44
TXN-00001396,ACC-000299,MER-00047,IDEMP-00001396,THB,2356,COMPLETED,2026-01-20 02:16:47,2026-01-20 02:17:44
TXN-00001397,ACC-000240,MER-00005,IDEMP-00001397,USD,3155,CANCELLED,2026-02-19 06:20:48,2026-02-19 06:22:01
TXN-00001398,ACC-000296,MER-00036,IDEMP-00001398,USD,4762,CANCELLED,2026-01-31 07:28:02,2026-01-31 07:28:04
TXN-00001399,ACC-000130,MER-00059,IDEMP-00001399,SGD,14888,COMPLETED,2026-01-20 15:10:40,2026-01-20 15:15:54
TXN-00001400,ACC-000197,MER-00026,IDEMP-00001400,USD,9437,COMPLETED,2026-02-25 22:32:39,2026-02-25 22:38:19
TXN-00001401,ACC-000245,MER-00045,IDEMP-00001401,USD,6092,COMPLETED,2026-02-12 06:51:45,2026-02-12 06:55:40
TXN-00001402,ACC-000365,MER-00004,IDEMP-00001402,USD,3650,COMPLETED,2026-01-12 03:16:06,2026-01-12 03:24:09
TXN-00001403,ACC-000378,MER-00020,IDEMP-00001403,USD,6058,COMPLETED,2026-02-19 03:27:22,2026-02-19 03:28:46
TXN-00001404,ACC-000241,MER-00017,IDEMP-00001404,THB,11079,PENDING,2026-02-27 05:03:26,
TXN-00001405,ACC-000273,MER-00039,IDEMP-00001405,THB,1950,COMPLETED,2026-01-16 11:35:02,2026-01-16 11:42:08
TXN-00001406,ACC-000244,MER-00060,IDEMP-00001406,USD,10401,COMPLETED,2026-01-30 20:32:11,2026-01-30 20:34:51
TXN-00001407,ACC-000387,MER-00023,IDEMP-00001407,USD,3454,COMPLETED,2026-02-09 23:32:47,2026-02-09 23:37:10
TXN-00001408,ACC-000110,MER-00042,IDEMP-00001408,USD,6074,COMPLETED,2026-01-27 15:16:24,2026-01-27 15:20:40
TXN-00001409,ACC-000060,MER-00006,IDEMP-00001409,SGD,22188,COMPLETED,2026-02-12 11:29:27,2026-02-12 11:34:52
TXN-00001410,ACC-000354,MER-00019,IDEMP-00001410,USD,8991,COMPLETED,2026-01-25 04:39:52,2026-01-25 04:47:51
TXN-00001411,ACC-000009,MER-00025,IDEMP-00001411,SGD,1131,COMPLETED,2026-02-25 13:58:49,2026-02-25 14:05:24
TXN-00001412,ACC-000085,MER-00050,IDEMP-00001412,USD,3733,COMPLETED,2026-01-20 18:34:31,2026-01-20 18:43:28
TXN-00001413,ACC-000418,MER-00045,IDEMP-00001413,USD,2816,COMPLETED,2026-01-05 19:00:07,2026-01-05 19:09:12
TXN-00001414,ACC-000076,MER-00069,IDEMP-00001414,USD,3309,COMPLETED,2026-01-31 23:43:43,2026-01-31 23:51:24
TXN-00001415,ACC-000292,MER-00002,IDEMP-00001415,THB,3832,CANCELLED,2026-01-04 07:05:31,2026-01-04 07:11:06
TXN-00001416,ACC-000159,MER-00011,IDEMP-00001416,USD,7595,COMPLETED,2026-01-22 14:53:27,2026-01-22 14:59:34
TXN-00001417,ACC-000093,MER-00060,IDEMP-00001417,SGD,10847,COMPLETED,2026-01-28 06:07:46,2026-01-28 06:17:17
TXN-00001418,ACC-000055,MER-00064,IDEMP-00001418,THB,2628,COMPLETED,2026-02-25 06:44:18,2026-02-25 06:53:09
TXN-00001419,ACC-000197,MER-00060,IDEMP-00001419,USD,2639,COMPLETED,2026-01-30 05:05:00,2026-01-30 05:05:36
TXN-00001420,ACC-000086,MER-00063,IDEMP-00001420,SGD,4194,PENDING,2026-02-16 02:40:49,
TXN-00001421,ACC-000254,MER-00075,IDEMP-00001421,USD,4081,COMPLETED,2026-02-21 00:32:28,2026-02-21 00:32:57
TXN-00001422,ACC-000318,MER-00019,IDEMP-00001422,THB,5313,COMPLETED,2026-01-26 19:08:09,2026-01-26 19:13:57
TXN-00001423,ACC-000067,MER-00065,IDEMP-00001423,THB,2080,COMPLETED,2026-01-19 20:06:19,2026-01-19 20:10:54
TXN-00001424,ACC-000141,MER-00078,IDEMP-00001424,USD,6762,COMPLETED,2026-01-01 15:07:56,2026-01-01 15:10:51
TXN-00001425,ACC-000383,MER-00006,IDEMP-00001425,USD,5533,COMPLETED,2026-01-20 05:46:21,2026-01-20 05:52:18
TXN-00001426,ACC-000446,MER-00044,IDEMP-00001426,THB,7155,COMPLETED,2026-01-19 06:20:23,2026-01-19 06:27:10
TXN-00001427,ACC-000004,MER-00055,IDEMP-00001427,THB,76421,PENDING,2026-01-17 06:59:22,
TXN-00001428,ACC-000129,MER-00025,IDEMP-00001428,SGD,2317,COMPLETED,2026-02-27 16:01:56,2026-02-27 16:11:13
TXN-00001429,ACC-000233,MER-00064,IDEMP-00001429,USD,7298,COMPLETED,2026-01-06 19:47:31,2026-01-06 19:52:48
TXN-00001430,ACC-000250,MER-00064,IDEMP-00001430,SGD,735,COMPLETED,2026-01-21 11:18:34,2026-01-21 11:19:09
TXN-00001431,ACC-000127,MER-00006,IDEMP-00001431,SGD,3668,COMPLETED,2026-01-06 01:18:51,2026-01-06 01:24:31
TXN-00001432,ACC-000427,MER-00037,IDEMP-00001432,THB,3503,DECLINED,2026-02-25 17:28:32,2026-02-25 17:36:06
TXN-00001433,ACC-000389,MER-00050,IDEMP-00001433,THB,8201,COMPLETED,2026-03-01 21:29:22,2026-03-01 21:30:31
TXN-00001434,ACC-000378,MER-00054,IDEMP-00001434,USD,30791,COMPLETED,2026-02-06 04:30:14,2026-02-06 04:38:41
TXN-00001435,ACC-000048,MER-00041,IDEMP-00001435,THB,5978,DECLINED,2026-01-31 17:08:19,2026-01-31 17:10:17
TXN-00001436,ACC-000358,MER-00003,IDEMP-00001436,THB,12371,COMPLETED,2026-02-10 08:21:30,2026-02-10 08:25:58
TXN-00001437,ACC-000322,MER-00033,IDEMP-00001437,SGD,40179,COMPLETED,2026-01-23 10:40:18,2026-01-23 10:40:35
TXN-00001438,ACC-000445,MER-00012,IDEMP-00001438,SGD,3558,DECLINED,2026-01-10 15:40:07,2026-01-10 15:42:07
TXN-00001439,ACC-000290,MER-00046,IDEMP-00001439,USD,17074,COMPLETED,2026-01-30 02:11:02,2026-01-30 02:19:17
TXN-00001440,ACC-000146,MER-00057,IDEMP-00001440,USD,3548,PENDING,2026-01-28 10:57:09,
TXN-00001441,ACC-000218,MER-00055,IDEMP-00001441,USD,14963,COMPLETED,2026-02-08 14:00:37,2026-02-08 14:04:02
TXN-00001442,ACC-000189,MER-00026,IDEMP-00001442,SGD,3086,COMPLETED,2026-01-27 12:19:54,2026-01-27 12:26:51
TXN-00001443,ACC-000200,MER-00074,IDEMP-00001443,USD,4571,COMPLETED,2026-01-22 06:52:42,2026-01-22 07:00:19
TXN-00001444,ACC-000220,MER-00011,IDEMP-00001444,SGD,1053,PENDING,2026-02-12 23:37:26,
TXN-00001445,ACC-000232,MER-00034,IDEMP-00001445,SGD,13770,COMPLETED,2026-02-19 12:17:00,2026-02-19 12:25:18
TXN-00001446,ACC-000266,MER-00039,IDEMP-00001446,THB,6531,DECLINED,2026-02-19 17:43:23,2026-02-19 17:52:15
TXN-00001447,ACC-000210,MER-00035,IDEMP-00001447,USD,2720,COMPLETED,2026-01-23 03:51:44,2026-01-23 03:55:14
TXN-00001448,ACC-000094,MER-00004,IDEMP-00001448,SGD,4015,COMPLETED,2026-02-11 22:59:00,2026-02-11 23:06:52
TXN-00001449,ACC-000016,MER-00018,IDEMP-00001449,SGD,10721,COMPLETED,2026-01-26 18:21:26,2026-01-26 18:30:35
TXN-00001450,ACC-000446,MER-00021,IDEMP-00001450,THB,19754,COMPLETED,2026-01-03 00:19:24,2026-01-03 00:22:29
TXN-00001451,ACC-000389,MER-00033,IDEMP-00001451,THB,7135,PENDING,2026-01-15 08:59:46,
TXN-00001452,ACC-000210,MER-00007,IDEMP-00001452,USD,1785,COMPLETED,2026-02-03 18:51:48,2026-02-03 18:58:21
TXN-00001453,ACC-000368,MER-00073,IDEMP-00001453,THB,2115,COMPLETED,2026-01-20 08:21:31,2026-01-20 08:24:51
TXN-00001454,ACC-000318,MER-00030,IDEMP-00001454,THB,6489,COMPLETED,2026-02-05 01:41:27,2026-02-05 01:48:31
TXN-00001455,ACC-000064,MER-00054,IDEMP-00001455,SGD,4294,COMPLETED,2026-01-27 14:29:13,2026-01-27 14:34:05
TXN-00001456,ACC-000005,MER-00005,IDEMP-00001456,THB,6172,COMPLETED,2026-01-15 18:51:03,2026-01-15 18:51:35
TXN-00001457,ACC-000372,MER-00016,IDEMP-00001457,SGD,13154,COMPLETED,2026-01-18 07:23:08,2026-01-18 07:24:55
TXN-00001458,ACC-000050,MER-00051,IDEMP-00001458,SGD,19139,CANCELLED,2026-02-28 01:55:19,2026-02-28 02:01:46
TXN-00001459,ACC-000039,MER-00046,IDEMP-00001459,USD,8811,COMPLETED,2026-02-07 18:55:49,2026-02-07 18:58:31
TXN-00001460,ACC-000183,MER-00009,IDEMP-00001460,SGD,2286,COMPLETED,2026-02-07 18:49:58,2026-02-07 18:50:15
TXN-00001461,ACC-000002,MER-00054,IDEMP-00001461,USD,3548,COMPLETED,2026-02-23 05:14:50,2026-02-23 05:17:45
TXN-00001462,ACC-000087,MER-00020,IDEMP-00001462,THB,3352,DECLINED,2026-01-04 20:45:23,2026-01-04 20:51:49
TXN-00001463,ACC-000056,MER-00038,IDEMP-00001463,USD,3737,COMPLETED,2026-01-13 08:14:45,2026-01-13 08:24:34
TXN-00001464,ACC-000112,MER-00001,IDEMP-00001464,SGD,2016,COMPLETED,2026-02-11 18:55:09,2026-02-11 19:01:12
TXN-00001465,ACC-000332,MER-00041,IDEMP-00001465,THB,3754,COMPLETED,2026-01-03 15:16:37,2026-01-03 15:17:00
TXN-00001466,ACC-000013,MER-00021,IDEMP-00001466,THB,28630,COMPLETED,2026-01-22 19:39:28,2026-01-22 19:49:26
TXN-00001467,ACC-000012,MER-00023,IDEMP-00001467,SGD,6402,COMPLETED,2026-01-22 07:44:07,2026-01-22 07:50:16
TXN-00001468,ACC-000285,MER-00001,IDEMP-00001468,SGD,13313,COMPLETED,2026-01-03 13:16:46,2026-01-03 13:23:41
TXN-00001469,ACC-000343,MER-00044,IDEMP-00001469,THB,14294,COMPLETED,2026-01-03 23:02:11,2026-01-03 23:07:44
TXN-00001470,ACC-000422,MER-00014,IDEMP-00001470,THB,4505,CANCELLED,2026-01-04 07:01:55,2026-01-04 07:11:06
TXN-00001471,ACC-000341,MER-00051,IDEMP-00001471,THB,6833,CANCELLED,2026-02-28 04:31:40,2026-02-28 04:38:10
TXN-00001472,ACC-000040,MER-00053,IDEMP-00001472,USD,8239,COMPLETED,2026-01-21 17:41:00,2026-01-21 17:44:34
TXN-00001473,ACC-000211,MER-00059,IDEMP-00001473,USD,1785,COMPLETED,2026-02-13 12:15:54,2026-02-13 12:23:51
TXN-00001474,ACC-000244,MER-00019,IDEMP-00001474,USD,11431,COMPLETED,2026-01-18 14:10:13,2026-01-18 14:18:41
TXN-00001475,ACC-000397,MER-00058,IDEMP-00001475,THB,1871,CANCELLED,2026-02-18 21:57:43,2026-02-18 22:02:34
TXN-00001476,ACC-000387,MER-00035,IDEMP-00001476,USD,5705,COMPLETED,2026-01-04 17:47:03,2026-01-04 17:53:05
TXN-00001477,ACC-000032,MER-00035,IDEMP-00001477,SGD,4412,COMPLETED,2026-01-31 17:53:07,2026-01-31 18:02:11
TXN-00001478,ACC-000435,MER-00058,IDEMP-00001478,SGD,7060,DECLINED,2026-01-05 04:54:12,2026-01-05 05:03:18
TXN-00001479,ACC-000068,MER-00030,IDEMP-00001479,USD,6444,COMPLETED,2026-01-02 05:19:01,2026-01-02 05:26:32
TXN-00001480,ACC-000083,MER-00073,IDEMP-00001480,USD,20532,COMPLETED,2026-02-11 19:07:03,2026-02-11 19:12:47
TXN-00001481,ACC-000234,MER-00047,IDEMP-00001481,SGD,2189,DECLINED,2026-01-31 21:18:40,2026-01-31 21:18:53
TXN-00001482,ACC-000411,MER-00049,IDEMP-00001482,THB,1700,COMPLETED,2026-02-19 11:49:14,2026-02-19 11:49:38
TXN-00001483,ACC-000352,MER-00016,IDEMP-00001483,SGD,5503,COMPLETED,2026-02-07 19:34:01,2026-02-07 19:35:59
TXN-00001484,ACC-000141,MER-00030,IDEMP-00001484,USD,679,PENDING,2026-01-21 03:58:15,
TXN-00001485,ACC-000316,MER-00035,IDEMP-00001485,SGD,21294,COMPLETED,2026-01-02 10:01:13,2026-01-02 10:02:48
TXN-00001486,ACC-000139,MER-00001,IDEMP-00001486,SGD,4434,COMPLETED,2026-01-09 13:50:09,2026-01-09 13:58:50
TXN-00001487,ACC-000436,MER-00022,IDEMP-00001487,SGD,2448,COMPLETED,2026-02-16 20:28:56,2026-02-16 20:36:02
TXN-00001488,ACC-000031,MER-00052,IDEMP-00001488,THB,5103,PENDING,2026-01-22 19:37:29,
TXN-00001489,ACC-000402,MER-00076,IDEMP-00001489,USD,1874,COMPLETED,2026-01-16 11:37:17,2026-01-16 11:39:15
TXN-00001490,ACC-000400,MER-00051,IDEMP-00001490,SGD,10772,PENDING,2026-01-13 23:10:07,
TXN-00001491,ACC-000063,MER-00074,IDEMP-00001491,THB,4397,COMPLETED,2026-01-07 01:14:32,2026-01-07 01:22:10
TXN-00001492,ACC-000071,MER-00079,IDEMP-00001492,USD,21781,COMPLETED,2026-02-10 16:16:28,2026-02-10 16:26:18
TXN-00001493,ACC-000044,MER-00068,IDEMP-00001493,USD,4776,COMPLETED,2026-01-13 11:28:29,2026-01-13 11:34:29
TXN-00001494,ACC-000369,MER-00050,IDEMP-00001494,USD,7024,COMPLETED,2026-01-12 03:16:38,2026-01-12 03:17:19
TXN-00001495,ACC-000336,MER-00026,IDEMP-00001495,THB,13448,COMPLETED,2026-01-31 04:13:38,2026-01-31 04:15:47
TXN-00001496,ACC-000275,MER-00029,IDEMP-00001496,SGD,14317,COMPLETED,2026-02-21 12:51:07,2026-02-21 12:59:21
TXN-00001497,ACC-000372,MER-00074,IDEMP-00001497,SGD,1243,COMPLETED,2026-01-10 04:59:50,2026-01-10 05:06:10
TXN-00001498,ACC-000081,MER-00072,IDEMP-00001498,USD,10868,COMPLETED,2026-01-21 17:48:32,2026-01-21 17:50:38
TXN-00001499,ACC-000313,MER-00071,IDEMP-00001499,THB,13918,COMPLETED,2026-01-24 16:28:08,2026-01-24 16:33:01
TXN-00001500,ACC-000275,MER-00036,IDEMP-00001500,SGD,5531,COMPLETED,2026-01-06 22:56:45,2026-01-06 22:57:38
TXN-00001501,ACC-000361,MER-00080,IDEMP-00001501,USD,4758,COMPLETED,2026-02-25 14:20:51,2026-02-25 14:22:57
TXN-00001502,ACC-000231,MER-00006,IDEMP-00001502,USD,1526,COMPLETED,2026-02-17 17:56:13,2026-02-17 17:56:54
TXN-00001503,ACC-000220,MER-00012,IDEMP-00001503,SGD,7293,COMPLETED,2026-01-10 03:51:20,2026-01-10 03:55:14
TXN-00001504,ACC-000413,MER-00057,IDEMP-00001504,USD,2385,COMPLETED,2026-03-01 03:22:49,2026-03-01 03:29:18
TXN-00001505,ACC-000311,MER-00038,IDEMP-00001505,USD,1415,COMPLETED,2026-02-15 19:25:21,2026-02-15 19:30:00
TXN-00001506,ACC-000396,MER-00031,IDEMP-00001506,THB,1880,COMPLETED,2026-02-18 00:43:18,2026-02-18 00:43:40
TXN-00001507,ACC-000142,MER-00009,IDEMP-00001507,THB,5068,COMPLETED,2026-01-29 10:12:27,2026-01-29 10:16:08
TXN-00001508,ACC-000254,MER-00035,IDEMP-00001508,USD,595,COMPLETED,2026-01-02 00:54:42,2026-01-02 01:00:16
TXN-00001509,ACC-000133,MER-00059,IDEMP-00001509,USD,6012,COMPLETED,2026-01-10 18:32:15,2026-01-10 18:35:55
TXN-00001510,ACC-000038,MER-00080,IDEMP-00001510,THB,2305,COMPLETED,2026-02-17 08:51:46,2026-02-17 08:51:49
TXN-00001511,ACC-000084,MER-00049,IDEMP-00001511,USD,3154,COMPLETED,2026-02-11 12:28:37,2026-02-11 12:35:06
TXN-00001512,ACC-000431,MER-00040,IDEMP-00001512,SGD,7270,COMPLETED,2026-02-28 10:45:37,2026-02-28 10:54:32
TXN-00001513,ACC-000316,MER-00034,IDEMP-00001513,SGD,4372,COMPLETED,2026-02-28 23:38:36,2026-02-28 23:42:26
TXN-00001514,ACC-000392,MER-00076,IDEMP-00001514,SGD,5928,COMPLETED,2026-02-04 17:15:53,2026-02-04 17:17:02
TXN-00001515,ACC-000357,MER-00073,IDEMP-00001515,SGD,6555,DECLINED,2026-01-22 08:24:44,2026-01-22 08:26:02
TXN-00001516,ACC-000360,MER-00010,IDEMP-00001516,THB,8009,COMPLETED,2026-01-12 20:40:37,2026-01-12 20:47:55
TXN-00001517,ACC-000189,MER-00021,IDEMP-00001517,SGD,997,COMPLETED,2026-02-03 07:30:06,2026-02-03 07:36:30
TXN-00001518,ACC-000406,MER-00052,IDEMP-00001518,THB,982,COMPLETED,2026-01-17 13:23:53,2026-01-17 13:28:03
TXN-00001519,ACC-000040,MER-00059,IDEMP-00001519,USD,2842,COMPLETED,2026-01-23 19:29:50,2026-01-23 19:35:33
