settlement_item_id,settlement_batch_id,transaction_id,settlement_date,currency,gross_amount_minor,refund_amount_minor,reversal_amount_minor,net_amount_minor,status
STI-000000712,STB-000085,TXN-00000896,2026-01-31,SGD,1325,0,0,1325,SETTLED
STI-000000713,STB-000081,TXN-00000897,2026-01-29,USD,3797,0,0,3797,SETTLED
STI-000000714,STB-000009,TXN-00000898,2026-01-05,USD,6366,0,0,6366,SETTLED
STI-000000715,STB-000054,TXN-00000899,2026-01-20,USD,5025,0,0,5025,SETTLED
STI-000000716,STB-000150,TXN-00000900,2026-02-21,USD,1776,723,0,1053,SETTLED
STI-000000717,STB-000164,TXN-00000901,2026-02-26,THB,12727,0,0,12727,SETTLED
STI-000000718,STB-000016,TXN-00000902,2026-01-08,SGD,3385,0,0,3385,SETTLED
STI-000000719,STB-000169,TXN-00000903,2026-02-28,SGD,3900,0,0,3900,SETTLED
STI-000000720,STB-000164,TXN-00000904,2026-02-26,THB,588,0,0,588,SETTLED
STI-000000721,STB-000063,TXN-00000905,2026-01-23,USD,13358,0,0,13358,SETTLED
STI-000000722,STB-000077,TXN-00000906,2026-01-28,THB,9672,0,0,9672,SETTLED
STI-000000723,STB-000020,TXN-00000907,2026-01-09,THB,16195,0,0,16195,SETTLED
STI-000000724,STB-000086,TXN-00000909,2026-01-31,THB,6582,0,0,6582,SETTLED
STI-000000725,STB-000165,TXN-00000911,2026-02-26,USD,2270,0,0,2270,SETTLED
STI-000000726,STB-000160,TXN-00000913,2026-02-25,SGD,1875,462,0,1413,SETTLED
STI-000000727,STB-000136,TXN-00000916,2026-02-17,SGD,13446,0,0,13446,SETTLED
STI-000000728,STB-000120,TXN-00000917,2026-02-11,USD,6413,0,0,6413,SETTLED
STI-000000729,STB-000137,TXN-00000918,2026-02-17,THB,9816,0,0,9816,SETTLED
STI-000000730,STB-000147,TXN-00000919,2026-02-20,USD,5753,0,5753,0,SETTLED
STI-000000731,STB-000035,TXN-00000920,2026-01-14,THB,6152,0,0,6152,SETTLED
STI-000000732,STB-000014,TXN-00000922,2026-01-07,THB,7278,0,0,7278,SETTLED
STI-000000733,STB-000076,TXN-00000925,2026-01-28,SGD,4846,0,0,4846,SETTLED
STI-000000734,STB-000013,TXN-00000926,2026-01-07,SGD,7535,0,0,7535,SETTLED
STI-000000735,STB-000027,TXN-00000927,2026-01-11,USD,1040,0,0,1040,SETTLED
STI-000000736,STB-000039,TXN-00000928,2026-01-15,USD,5417,2460,0,2957,SETTLED
STI-000000737,STB-000087,TXN-00000929,2026-01-31,USD,5147,0,0,5147,SETTLED
STI-000000738,STB-000170,TXN-00000930,2026-02-28,THB,1051,0,0,1051,SETTLED
STI-000000739,STB-000148,TXN-00000931,2026-02-21,SGD,1489,0,0,1489,SETTLED
STI-000000740,STB-000117,TXN-00000932,2026-02-10,USD,18168,0,0,18168,SETTLED
STI-000000741,STB-000098,TXN-00000933,2026-02-04,THB,16805,6792,0,10013,SETTLED
STI-000000742,STB-000013,TXN-00000934,2026-01-07,SGD,3704,0,0,3704,SETTLED
STI-000000743,STB-000040,TXN-00000935,2026-01-16,SGD,26677,0,0,26677,SETTLED
STI-000000744,STB-000009,TXN-00000936,2026-01-05,USD,23262,0,0,23262,SETTLED
STI-000000745,STB-000056,TXN-00000937,2026-01-21,THB,2202,0,0,2202,SETTLED
STI-000000746,STB-000052,TXN-00000939,2026-01-20,SGD,1939,0,0,1939,SETTLED
STI-000000747,STB-000073,TXN-00000940,2026-01-27,SGD,1252,0,0,1252,SETTLED
STI-000000748,STB-000100,TXN-00000941,2026-02-05,SGD,4223,0,0,4223,SETTLED
STI-000000749,STB-000049,TXN-00000942,2026-01-19,SGD,6227,0,0,6227,SETTLED
STI-000000750,STB-000050,TXN-00000943,2026-01-19,THB,14877,0,0,14877,SETTLED
STI-000000751,STB-000095,TXN-00000944,2026-02-03,THB,12768,0,0,12768,SETTLED
STI-000000752,STB-000171,TXN-00000945,2026-02-28,USD,11424,10087,0,1337,SETTLED
STI-000000753,STB-000073,TXN-00000946,2026-01-27,SGD,2460,0,0,2460,SETTLED
STI-000000754,STB-000032,TXN-00000947,2026-01-13,THB,13835,0,0,13835,SETTLED
STI-000000755,STB-000129,TXN-00000948,2026-02-14,USD,8088,0,0,8088,SETTLED
STI-000000756,STB-000023,TXN-00000949,2026-01-10,THB,7057,0,0,7057,SETTLED
STI-000000757,STB-000064,TXN-00000950,2026-01-24,SGD,6463,0,0,6463,SETTLED
STI-000000758,STB-000167,TXN-00000951,2026-02-27,THB,2133,0,0,2133,SETTLED
STI-000000759,STB-000089,TXN-00000952,2026-02-01,THB,60142,0,0,60142,SETTLED
STI-000000760,STB-000029,TXN-00000953,2026-01-12,THB,5567,0,5567,0,SETTLED
STI-000000761,STB-000021,TXN-00000954,2026-01-09,USD,3626,0,0,3626,SETTLED
STI-000000762,STB-000175,TXN-00000955,2026-03-02,SGD,2190,0,0,2190,SETTLED
STI-000000763,STB-000093,TXN-00000956,2026-02-02,USD,9894,0,0,9894,SETTLED
STI-000000764,STB-000106,TXN-00000957,2026-02-07,SGD,20441,0,0,20441,SETTLED
STI-000000765,STB-000111,TXN-00000958,2026-02-08,USD,8558,0,0,8558,SETTLED
STI-000000766,STB-000116,TXN-00000959,2026-02-10,THB,5759,0,0,5759,SETTLED
STI-000000767,STB-000052,TXN-00000960,2026-01-20,SGD,3565,0,0,3565,SETTLED
STI-000000768,STB-000049,TXN-00000961,2026-01-19,SGD,3809,0,0,3809,SETTLED
STI-000000769,STB-000131,TXN-00000962,2026-02-15,THB,33400,0,0,33400,SETTLED
STI-000000770,STB-000169,TXN-00000963,2026-02-28,SGD,7179,6207,0,972,SETTLED
STI-000000771,STB-000161,TXN-00000964,2026-02-25,THB,1810,0,0,1810,SETTLED
STI-000000772,STB-000086,TXN-00000965,2026-01-31,THB,5260,0,0,5260,SETTLED
STI-000000773,STB-000148,TXN-00000966,2026-02-21,SGD,15980,0,0,15980,SETTLED
STI-000000774,STB-000029,TXN-00000968,2026-01-12,THB,4441,0,0,4441,SETTLED
STI-000000775,STB-000025,TXN-00000970,2026-01-11,SGD,3695,0,0,3695,SETTLED
STI-000000776,STB-000003,TXN-00000971,2026-01-03,USD,20593,0,0,20593,SETTLED
STI-000000777,STB-000137,TXN-00000972,2026-02-17,THB,6768,0,0,6768,SETTLED
STI-000000778,STB-000044,TXN-00000973,2026-01-17,THB,3019,0,0,3019,SETTLED
STI-000000779,STB-000080,TXN-00000974,2026-01-29,THB,20647,0,0,20647,SETTLED
STI-000000780,STB-000100,TXN-00000975,2026-02-05,SGD,3545,0,0,3545,SETTLED
STI-000000781,STB-000055,TXN-00000978,2026-01-21,SGD,5040,0,0,5040,SETTLED
STI-000000782,STB-000143,TXN-00000979,2026-02-19,THB,5262,0,0,5262,SETTLED
STI-000000783,STB-000073,TXN-00000980,2026-01-27,SGD,9504,0,0,9504,SETTLED
STI-000000784,STB-000080,TXN-00000981,2026-01-29,THB,19824,0,0,19824,SETTLED
STI-000000785,STB-000109,TXN-00000982,2026-02-08,SGD,3176,0,0,3176,SETTLED
STI-000000786,STB-000030,TXN-00000983,2026-01-12,USD,5299,0,0,5299,SETTLED
STI-000000787,STB-000161,TXN-00000984,2026-02-25,THB,2576,0,0,2576,SETTLED
STI-000000788,STB-000086,TXN-00000985,2026-01-31,THB,20706,0,0,20706,SETTLED
STI-000000789,STB-000014,TXN-00000986,2026-01-07,THB,25270,0,0,25270,SETTLED
STI-000000790,STB-000023,TXN-00000987,2026-01-10,THB,10993,0,0,10993,SETTLED
STI-000000791,STB-000033,TXN-00000989,2026-01-13,USD,495,0,0,495,SETTLED
STI-000000792,STB-000035,TXN-00000990,2026-01-14,THB,4321,0,0,4321,SETTLED
STI-000000793,STB-000062,TXN-00000991,2026-01-23,THB,9482,0,0,9482,SETTLED
STI-000000794,STB-000167,TXN-00000992,2026-02-27,THB,18757,0,0,18757,SETTLED
STI-000000795,STB-000136,TXN-00000993,2026-02-17,SGD,634,0,0,634,SETTLED
STI-000000796,STB-000022,TXN-00000995,2026-01-10,SGD,9544,0,0,9544,SETTLED
STI-000000797,STB-000018,TXN-00000996,2026-01-08,USD,6668,0,0,6668,SETTLED
STI-000000798,STB-000052,TXN-00000997,2026-01-20,SGD,4590,0,0,4590,SETTLED
STI-000000799,STB-000010,TXN-00001001,2026-01-06,SGD,3360,0,0,3360,SETTLED
STI-000000800,STB-000081,TXN-00001002,2026-01-29,USD,6387,5474,0,913,SETTLED
STI-000000801,STB-000179,TXN-00001003,2026-03-03,THB,9609,4819,0,4790,SETTLED
STI-000000802,STB-000047,TXN-00001004,2026-01-18,THB,5132,0,0,5132,SETTLED
STI-000000803,STB-000028,TXN-00001007,2026-01-12,SGD,9879,0,0,9879,SETTLED
STI-000000804,STB-000052,TXN-00001008,2026-01-20,SGD,195,0,0,195,SETTLED
STI-000000805,STB-000001,TXN-00001010,2026-01-03,SGD,3555,0,0,3555,SETTLED
STI-000000806,STB-000137,TXN-00001013,2026-02-17,THB,24958,13935,0,11023,SETTLED
STI-000000807,STB-000141,TXN-00001014,2026-02-18,USD,6984,0,0,6984,SETTLED
STI-000000808,STB-000049,TXN-00001015,2026-01-19,SGD,4874,0,0,4874,SETTLED
STI-000000809,STB-000165,TXN-00001016,2026-02-26,USD,3430,0,0,3430,SETTLED
STI-000000810,STB-000073,TXN-00001017,2026-01-27,SGD,5124,0,0,5124,SETTLED
STI-000000811,STB-000133,TXN-00001019,2026-02-16,SGD,3126,0,0,3126,SETTLED
STI-000000812,STB-000128,TXN-00001020,2026-02-14,THB,5321,0,0,5321,SETTLED
STI-000000813,STB-000020,TXN-00001021,2026-01-09,THB,9050,0,0,9050,SETTLED
STI-000000814,STB-000120,TXN-00001022,2026-02-11,USD,2110,0,0,2110,SETTLED
STI-000000815,STB-000020,TXN-00001023,2026-01-09,THB,5436,0,0,5436,SETTLED
STI-000000816,STB-000004,TXN-00001024,2026-01-04,SGD,3342,0,0,3342,SETTLED
STI-000000817,STB-000143,TXN-00001025,2026-02-19,THB,5286,0,0,5286,SETTLED
STI-000000818,STB-000038,TXN-00001026,2026-01-15,THB,17621,0,0,17621,SETTLED
STI-000000819,STB-000179,TXN-00001027,2026-03-03,THB,14200,0,0,14200,SETTLED
STI-000000820,STB-000038,TXN-00001028,2026-01-15,THB,2175,0,0,2175,SETTLED
STI-000000821,STB-000147,TXN-00001029,2026-02-20,USD,39297,0,0,39297,SETTLED
STI-000000822,STB-000067,TXN-00001030,2026-01-25,SGD,24359,0,0,24359,SETTLED
STI-000000823,STB-000154,TXN-00001031,2026-02-23,SGD,38292,0,0,38292,SETTLED
STI-000000824,STB-000046,TXN-00001032,2026-01-18,SGD,2252,0,0,2252,SETTLED
STI-000000825,STB-000010,TXN-00001033,2026-01-06,SGD,2341,0,0,2341,SETTLED
STI-000000826,STB-000135,TXN-00001034,2026-02-16,USD,7220,0,0,7220,SETTLED
STI-000000827,STB-000135,TXN-00001035,2026-02-16,USD,12938,0,0,12938,SETTLED
STI-000000828,STB-000024,TXN-00001036,2026-01-10,USD,8807,0,0,8807,SETTLED
STI-000000829,STB-000076,TXN-00001037,2026-01-28,SGD,6003,0,0,6003,SETTLED
STI-000000830,STB-000158,TXN-00001039,2026-02-24,THB,4966,0,0,4966,SETTLED
STI-000000831,STB-000153,TXN-00001040,2026-02-22,USD,5247,0,0,5247,SETTLED
STI-000000832,STB-000067,TXN-00001041,2026-01-25,SGD,13358,0,0,13358,SETTLED
STI-000000833,STB-000014,TXN-00001042,2026-01-07,THB,28107,0,0,28107,SETTLED
STI-000000834,STB-000062,TXN-00001045,2026-01-23,THB,3558,0,0,3558,SETTLED
STI-000000835,STB-000126,TXN-00001047,2026-02-13,USD,5178,0,5178,0,SETTLED
STI-000000836,STB-000168,TXN-00001048,2026-02-27,USD,8387,0,0,8387,SETTLED
STI-000000837,STB-000007,TXN-00001054,2026-01-05,SGD,65821,0,0,65821,SETTLED
STI-000000838,STB-000041,TXN-00001055,2026-01-16,THB,846,0,0,846,SETTLED
STI-000000839,STB-000091,TXN-00001056,2026-02-02,SGD,4209,0,0,4209,SETTLED
STI-000000840,STB-000165,TXN-00001057,2026-02-26,USD,928,0,0,928,SETTLED
STI-000000841,STB-000158,TXN-00001058,2026-02-24,THB,5339,0,0,5339,SETTLED
STI-000000842,STB-000103,TXN-00001059,2026-02-06,SGD,4182,0,0,4182,SETTLED
STI-000000843,STB-000102,TXN-00001060,2026-02-05,USD,17269,0,0,17269,SETTLED
STI-000000844,STB-000156,TXN-00001061,2026-02-23,USD,10881,0,0,10881,SETTLED
STI-000000845,STB-000032,TXN-00001062,2026-01-13,THB,1512,0,0,1512,SETTLED
STI-000000846,STB-000017,TXN-00001063,2026-01-08,THB,4531,0,0,4531,SETTLED
STI-000000847,STB-000088,TXN-00001064,2026-02-01,SGD,3089,1012,0,2077,SETTLED
STI-000000848,STB-000055,TXN-00001065,2026-01-21,SGD,5046,0,0,5046,SETTLED
STI-000000849,STB-000096,TXN-00001066,2026-02-03,USD,3329,0,0,3329,SETTLED
STI-000000850,STB-000079,TXN-00001067,2026-01-29,SGD,951,0,0,951,SETTLED
STI-000000851,STB-000150,TXN-00001069,2026-02-21,USD,8886,0,0,8886,SETTLED
STI-000000852,STB-000003,TXN-00001070,2026-01-03,USD,13102,0,0,13102,SETTLED
STI-000000853,STB-000033,TXN-00001071,2026-01-13,USD,6560,1877,0,4683,SETTLED
STI-000000854,STB-000071,TXN-00001072,2026-01-26,THB,38077,0,0,38077,SETTLED
STI-000000855,STB-000144,TXN-00001073,2026-02-19,USD,4348,0,0,4348,SETTLED
STI-000000856,STB-000033,TXN-00001074,2026-01-13,USD,4336,0,0,4336,SETTLED
STI-000000857,STB-000153,TXN-00001075,2026-02-22,USD,5002,0,0,5002,SETTLED
STI-000000858,STB-000087,TXN-00001076,2026-01-31,USD,24702,0,0,24702,SETTLED
STI-000000859,STB-000022,TXN-00001077,2026-01-10,SGD,1257,0,0,1257,SETTLED
STI-000000860,STB-000050,TXN-00001078,2026-01-19,THB,1098,0,0,1098,SETTLED
STI-000000861,STB-000015,TXN-00001079,2026-01-07,USD,8092,0,0,8092,SETTLED
STI-000000862,STB-000079,TXN-00001080,2026-01-29,SGD,527,0,0,527,SETTLED
STI-000000863,STB-000151,TXN-00001081,2026-02-22,SGD,14613,0,0,14613,SETTLED
STI-000000864,STB-000175,TXN-00001083,2026-03-02,SGD,13544,0,0,13544,SETTLED
STI-000000865,STB-000164,TXN-00001084,2026-02-26,THB,3632,0,0,3632,SETTLED
STI-000000866,STB-000039,TXN-00001085,2026-01-15,USD,8666,0,0,8666,SETTLED
STI-000000867,STB-000137,TXN-00001086,2026-02-17,THB,1589,0,0,1589,SETTLED
STI-000000868,STB-000026,TXN-00001088,2026-01-11,THB,24125,0,0,24125,SETTLED
STI-000000869,STB-000095,TXN-00001089,2026-02-03,THB,7022,0,0,7022,SETTLED
STI-000000870,STB-000161,TXN-00001090,2026-02-25,THB,15167,0,0,15167,SETTLED
STI-000000871,STB-000144,TXN-00001091,2026-02-19,USD,5491,0,0,5491,SETTLED
STI-000000872,STB-000075,TXN-00001092,2026-01-27,USD,5950,0,0,5950,SETTLED
STI-000000873,STB-000168,TXN-00001093,2026-02-27,USD,2885,0,0,2885,SETTLED
STI-000000874,STB-000131,TXN-00001094,2026-02-15,THB,926,0,0,926,SETTLED
STI-000000875,STB-000170,TXN-00001095,2026-02-28,THB,2006,0,0,2006,SETTLED
STI-000000876,STB-000057,TXN-00001096,2026-01-21,USD,27380,0,0,27380,SETTLED
STI-000000877,STB-000004,TXN-00001097,2026-01-04,SGD,1703,0,0,1703,SETTLED
STI-000000878,STB-000174,TXN-00001098,2026-03-01,USD,10915,0,0,10915,SETTLED
STI-000000879,STB-000105,TXN-00001099,2026-02-06,USD,13372,0,0,13372,SETTLED
STI-000000880,STB-000043,TXN-00001100,2026-01-17,SGD,2472,0,0,2472,SETTLED
STI-000000881,STB-000103,TXN-00001101,2026-02-06,SGD,14776,0,0,14776,SETTLED
STI-000000882,STB-000083,TXN-00001103,2026-01-30,THB,5161,0,0,5161,SETTLED
STI-000000883,STB-000176,TXN-00001104,2026-03-02,THB,10187,0,0,10187,SETTLED
STI-000000884,STB-000014,TXN-00001105,2026-01-07,THB,2424,0,0,2424,SETTLED
STI-000000885,STB-000044,TXN-00001106,2026-01-17,THB,3915,0,0,3915,SETTLED
STI-000000886,STB-000044,TXN-00001108,2026-01-17,THB,4080,3616,0,464,SETTLED
STI-000000887,STB-000162,TXN-00001109,2026-02-25,USD,5210,0,0,5210,SETTLED
STI-000000888,STB-000047,TXN-00001110,2026-01-18,THB,8608,0,0,8608,SETTLED
STI-000000889,STB-000089,TXN-00001112,2026-02-01,THB,382,0,0,382,SETTLED
STI-000000890,STB-000003,TXN-00001113,2026-01-03,USD,2430,0,0,2430,SETTLED
STI-000000891,STB-000104,TXN-00001114,2026-02-06,THB,3698,0,0,3698,SETTLED
STI-000000892,STB-000165,TXN-00001115,2026-02-26,USD,3564,0,0,3564,SETTLED
STI-000000893,STB-000088,TXN-00001116,2026-02-01,SGD,3021,0,0,3021,SETTLED
STI-000000894,STB-000137,TXN-00001117,2026-02-17,THB,1702,0,0,1702,SETTLED
STI-000000895,STB-000021,TXN-00001118,2026-01-09,USD,3032,0,0,3032,SETTLED
STI-000000896,STB-000026,TXN-00001120,2026-01-11,THB,9832,0,0,9832,SETTLED
STI-000000897,STB-000142,TXN-00001121,2026-02-19,SGD,5061,1996,0,3065,SETTLED
STI-000000898,STB-000138,TXN-00001124,2026-02-17,USD,29545,0,0,29545,SETTLED
STI-000000899,STB-000001,TXN-00001127,2026-01-03,SGD,2270,0,0,2270,SETTLED
STI-000000900,STB-000173,TXN-00001128,2026-03-01,THB,25272,0,0,25272,SETTLED
STI-000000901,STB-000076,TXN-00001130,2026-01-28,SGD,3107,0,0,3107,SETTLED
STI-000000902,STB-000031,TXN-00001131,2026-01-13,SGD,2623,0,0,2623,SETTLED
STI-000000903,STB-000040,TXN-00001132,2026-01-16,SGD,2739,0,0,2739,SETTLED
STI-000000904,STB-000060,TXN-00001133,2026-01-22,USD,1234,0,0,1234,SETTLED
STI-000000905,STB-000158,TXN-00001134,2026-02-24,THB,5170,0,0,5170,SETTLED
STI-000000906,STB-000112,TXN-00001135,2026-02-09,SGD,3764,0,0,3764,SETTLED
STI-000000907,STB-000007,TXN-00001138,2026-01-05,SGD,1195,0,0,1195,SETTLED
STI-000000908,STB-000117,TXN-00001139,2026-02-10,USD,399,0,0,399,SETTLED
STI-000000909,STB-000100,TXN-00001140,2026-02-05,SGD,2708,0,0,2708,SETTLED
STI-000000910,STB-000011,TXN-00001141,2026-01-06,THB,3502,0,0,3502,SETTLED
STI-000000911,STB-000110,TXN-00001142,2026-02-08,THB,1371,0,0,1371,SETTLED
STI-000000912,STB-000113,TXN-00001143,2026-02-09,THB,12599,0,0,12599,SETTLED
STI-000000913,STB-000174,TXN-00001144,2026-03-01,USD,10679,0,0,10679,SETTLED
STI-000000914,STB-000083,TXN-00001145,2026-01-30,THB,6630,0,0,6630,SETTLED
STI-000000915,STB-000054,TXN-00001146,2026-01-20,USD,9706,0,0,9706,SETTLED
STI-000000916,STB-000022,TXN-00001147,2026-01-10,SGD,3017,0,0,3017,SETTLED
STI-000000917,STB-000044,TXN-00001149,2026-01-17,THB,5722,0,0,5722,SETTLED
STI-000000918,STB-000105,TXN-00001150,2026-02-06,USD,17015,0,0,17015,SETTLED
STI-000000919,STB-000007,TXN-00001151,2026-01-05,SGD,4242,0,0,4242,SETTLED
STI-000000920,STB-000170,TXN-00001152,2026-02-28,THB,2379,0,0,2379,SETTLED
STI-000000921,STB-000021,TXN-00001153,2026-01-09,USD,10118,0,0,10118,SETTLED
STI-000000922,STB-000035,TXN-00001155,2026-01-14,THB,21988,0,0,21988,SETTLED
STI-000000923,STB-000051,TXN-00001157,2026-01-19,USD,2362,0,0,2362,SETTLED
STI-000000924,STB-000064,TXN-00001158,2026-01-24,SGD,5417,0,0,5417,SETTLED
STI-000000925,STB-000021,TXN-00001159,2026-01-09,USD,2884,0,0,2884,SETTLED
STI-000000926,STB-000131,TXN-00001160,2026-02-15,THB,1601,0,0,1601,SETTLED
STI-000000927,STB-000129,TXN-00001161,2026-02-14,USD,3760,0,0,3760,SETTLED
STI-000000928,STB-000091,TXN-00001163,2026-02-02,SGD,6812,0,0,6812,SETTLED
STI-000000929,STB-000169,TXN-00001164,2026-02-28,SGD,2814,0,0,2814,SETTLED
STI-000000930,STB-000118,TXN-00001165,2026-02-11,SGD,1963,0,0,1963,SETTLED
STI-000000931,STB-000159,TXN-00001166,2026-02-24,USD,555,0,0,555,SETTLED
STI-000000932,STB-000094,TXN-00001167,2026-02-03,SGD,39344,0,0,39344,SETTLED
STI-000000933,STB-000047,TXN-00001168,2026-01-18,THB,22769,0,0,22769,SETTLED
STI-000000934,STB-000058,TXN-00001169,2026-01-22,SGD,4109,0,0,4109,SETTLED
STI-000000935,STB-000166,TXN-00001171,2026-02-27,SGD,712,0,0,712,SETTLED
STI-000000936,STB-000180,TXN-00001172,2026-03-03,USD,7463,5407,0,2056,SETTLED
STI-000000937,STB-000174,TXN-00001173,2026-03-01,USD,31177,0,0,31177,SETTLED
STI-000000938,STB-000083,TXN-00001174,2026-01-30,THB,3282,0,0,3282,SETTLED
STI-000000939,STB-000171,TXN-00001175,2026-02-28,USD,8331,0,0,8331,SETTLED
STI-000000940,STB-000010,TXN-00001177,2026-01-06,SGD,5707,0,0,5707,SETTLED
STI-000000941,STB-000048,TXN-00001178,2026-01-18,USD,18812,0,0,18812,SETTLED
STI-000000942,STB-000130,TXN-00001179,2026-02-15,SGD,4871,0,0,4871,SETTLED
STI-000000943,STB-000075,TXN-00001181,2026-01-27,USD,7973,0,0,7973,SETTLED
STI-000000944,STB-000137,TXN-00001182,2026-02-17,THB,5382,0,0,5382,SETTLED
STI-000000945,STB-000062,TXN-00001183,2026-01-23,THB,4598,0,0,4598,SETTLED
STI-000000946,STB-000175,TXN-00001184,2026-03-02,SGD,1996,0,0,1996,SETTLED
STI-000000947,STB-000170,TXN-00001185,2026-02-28,THB,8509,0,0,8509,SETTLED
STI-000000948,STB-000042,TXN-00001186,2026-01-16,USD,9307,0,0,9307,SETTLED
STI-000000949,STB-000130,TXN-00001187,2026-02-15,SGD,2587,0,0,2587,SETTLED
STI-000000950,STB-000039,TXN-00001189,2026-01-15,USD,13464,0,0,13464,SETTLED
STI-000000951,STB-000017,TXN-00001190,2026-01-08,THB,1444,0,0,1444,SETTLED
STI-000000952,STB-000154,TXN-00001191,2026-02-23,SGD,2559,0,0,2559,SETTLED
STI-000000953,STB-000082,TXN-00001192,2026-01-30,SGD,5962,0,0,5962,SETTLED
STI-000000954,STB-000124,TXN-00001194,2026-02-13,SGD,5641,0,0,5641,SETTLED
STI-000000955,STB-000029,TXN-00001195,2026-01-12,THB,1598,0,0,1598,SETTLED
STI-000000956,STB-000038,TXN-00001197,2026-01-15,THB,4868,0,4868,0,SETTLED
STI-000000957,STB-000155,TXN-00001198,2026-02-23,THB,24191,0,0,24191,SETTLED
STI-000000958,STB-000081,TXN-00001199,2026-01-29,USD,1125,0,0,1125,SETTLED
STI-000000959,STB-000163,TXN-00001201,2026-02-26,SGD,7380,0,0,7380,SETTLED
STI-000000960,STB-000006,TXN-00001204,2026-01-04,USD,1968,0,0,1968,SETTLED
STI-000000961,STB-000101,TXN-00001205,2026-02-05,THB,14758,0,0,14758,SETTLED
STI-000000962,STB-000001,TXN-00001206,2026-01-03,SGD,1656,282,0,1374,SETTLED
STI-000000963,STB-000011,TXN-00001207,2026-01-06,THB,7660,0,0,7660,SETTLED
STI-000000964,STB-000105,TXN-00001208,2026-02-06,USD,14582,0,0,14582,SETTLED
STI-000000965,STB-000081,TXN-00001211,2026-01-29,USD,9806,0,9806,0,SETTLED
STI-000000966,STB-000049,TXN-00001212,2026-01-19,SGD,1156,0,0,1156,SETTLED
STI-000000967,STB-000104,TXN-00001214,2026-02-06,THB,1312,0,1312,0,SETTLED
STI-000000968,STB-000039,TXN-00001215,2026-01-15,USD,4066,0,0,4066,SETTLED
STI-000000969,STB-000092,TXN-00001216,2026-02-02,THB,6625,0,0,6625,SETTLED
STI-000000970,STB-000092,TXN-00001219,2026-02-02,THB,60462,0,0,60462,SETTLED
STI-000000971,STB-000085,TXN-00001220,2026-01-31,SGD,16354,0,16354,0,SETTLED
STI-000000972,STB-000164,TXN-00001221,2026-02-26,THB,6117,0,0,6117,SETTLED
STI-000000973,STB-000138,TXN-00001222,2026-02-17,USD,23418,4722,0,18696,SETTLED
STI-000000974,STB-000026,TXN-00001223,2026-01-11,THB,2673,0,0,2673,SETTLED
STI-000000975,STB-000137,TXN-00001224,2026-02-17,THB,5915,0,0,5915,SETTLED
STI-000000976,STB-000092,TXN-00001225,2026-02-02,THB,1504,0,0,1504,SETTLED
STI-000000977,STB-000148,TXN-00001226,2026-02-21,SGD,18627,0,0,18627,SETTLED
STI-000000978,STB-000059,TXN-00001227,2026-01-22,THB,6829,0,0,6829,SETTLED
STI-000000979,STB-000105,TXN-00001228,2026-02-06,USD,4586,0,0,4586,SETTLED
STI-000000980,STB-000102,TXN-00001229,2026-02-05,USD,519,0,0,519,SETTLED
STI-000000981,STB-000085,TXN-00001230,2026-01-31,SGD,3095,696,0,2399,SETTLED
STI-000000982,STB-000108,TXN-00001231,2026-02-07,USD,4403,0,0,4403,SETTLED
STI-000000983,STB-000150,TXN-00001232,2026-02-21,USD,3044,0,0,3044,SETTLED
STI-000000984,STB-000180,TXN-00001233,2026-03-03,USD,14765,0,0,14765,SETTLED
STI-000000985,STB-000004,TXN-00001236,2026-01-04,SGD,4252,0,0,4252,SETTLED
STI-000000986,STB-000096,TXN-00001237,2026-02-03,USD,8813,0,0,8813,SETTLED
STI-000000987,STB-000065,TXN-00001238,2026-01-24,THB,1073,0,0,1073,SETTLED
STI-000000988,STB-000038,TXN-00001239,2026-01-15,THB,2387,0,0,2387,SETTLED
STI-000000989,STB-000172,TXN-00001240,2026-03-01,SGD,8079,0,0,8079,SETTLED
STI-000000990,STB-000076,TXN-00001241,2026-01-28,SGD,3781,0,0,3781,SETTLED
STI-000000991,STB-000088,TXN-00001242,2026-02-01,SGD,11754,0,0,11754,SETTLED
STI-000000992,STB-000129,TXN-00001243,2026-02-14,USD,2475,0,0,2475,SETTLED
STI-000000993,STB-000154,TXN-00001244,2026-02-23,SGD,8713,0,8713,0,SETTLED
STI-000000994,STB-000082,TXN-00001246,2026-01-30,SGD,5568,0,0,5568,SETTLED
STI-000000995,STB-000055,TXN-00001248,2026-01-21,SGD,2791,0,0,2791,SETTLED
STI-000000996,STB-000170,TXN-00001249,2026-02-28,THB,2602,0,0,2602,SETTLED
STI-000000997,STB-000173,TXN-00001250,2026-03-01,THB,5381,0,0,5381,SETTLED
STI-000000998,STB-000066,TXN-00001251,2026-01-24,USD,2080,0,0,2080,SETTLED
STI-000000999,STB-000135,TXN-00001252,2026-02-16,USD,3015,0,0,3015,SETTLED
STI-000001000,STB-000081,TXN-00001254,2026-01-29,USD,16595,0,0,16595,SETTLED
STI-000001001,STB-000137,TXN-00001259,2026-02-17,THB,8930,0,0,8930,SETTLED
STI-000001002,STB-000010,TXN-00001260,2026-01-06,SGD,9496,0,0,9496,SETTLED
STI-000001003,STB-000078,TXN-00001261,2026-01-28,USD,9521,0,0,9521,SETTLED
STI-000001004,STB-000131,TXN-00001264,2026-02-15,THB,2519,0,0,2519,SETTLED
STI-000001005,STB-000072,TXN-00001265,2026-01-26,USD,7258,0,0,7258,SETTLED
