payment_id,creator_token,payment_amount,post_date,settlement_account_token,payment_cycle,payment_status,payment_type,source_reference_token
PAY-0000204,CRT-00002,1731.97,2026-01-25,SYNBANK-017207,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000204
PAY-0000205,CRT-00050,3015.06,2026-04-20,SYNBANK-563761,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000205
PAY-0000206,CRT-00058,682.0,2026-05-05,SYNBANK-657403,MONTH_END,PAID,LIVE_HOST,SRCREF-0000206
PAY-0000207,CRT-00058,1541.95,2026-05-04,SYNBANK-652668,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000207
PAY-0000208,CRT-00040,0.0,2026-04-02,SYNBANK-445328,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000208
PAY-0000209,CRT-00003,0.0,2026-01-26,SYNBANK-024264,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000209
PAY-0000210,CRT-00008,2936.58,2026-02-05,SYNBANK-083636,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000210
PAY-0000211,CRT-00068,2673.11,2026-05-23,SYNBANK-769716,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000211
PAY-0000212,CRT-00002,3702.44,2026-01-25,SYNBANK-018287,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000212
PAY-0000213,CRT-00079,1592.62,2026-06-10,SYNBANK-889247,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000213
PAY-0000214,CRT-00058,0.0,2026-05-05,SYNBANK-658979,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000214
PAY-0000215,CRT-00009,717.58,2026-02-06,SYNBANK-092448,MONTH_END,PAID,LIVE_HOST,SRCREF-0000215
PAY-0000216,CRT-00082,1958.69,2026-06-15,SYNBANK-922440,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000216
PAY-0000217,CRT-00081,1142.85,2026-06-14,SYNBANK-915116,MONTH_END,PAID,LIVE_HOST,SRCREF-0000217
PAY-0000218,CRT-00078,1659.4,2026-06-09,SYNBANK-879365,MONTH_END,PAID,LIVE_HOST,SRCREF-0000218
PAY-0000219,CRT-00018,2538.87,2026-02-23,SYNBANK-200577,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000219
PAY-0000220,CRT-00007,0.0,2026-02-03,SYNBANK-072916,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000220
PAY-0000221,CRT-00076,3790.63,2026-06-06,SYNBANK-860781,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000221
PAY-0000222,CRT-00077,743.26,2026-06-07,SYNBANK-866429,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000222
PAY-0000223,CRT-00039,1625.61,2026-03-31,SYNBANK-432026,MONTH_END,PAID,LIVE_HOST,SRCREF-0000223
PAY-0000224,CRT-00030,1350.64,2026-03-15,SYNBANK-331167,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000224
PAY-0000225,CRT-00004,737.81,2026-01-28,SYNBANK-036561,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000225
PAY-0000226,CRT-00005,3669.64,2026-01-30,SYNBANK-049857,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000226
PAY-0000227,CRT-00023,1161.97,2026-03-04,SYNBANK-260570,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000227
PAY-0000228,CRT-00088,682.0,2026-06-27,SYNBANK-993871,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000228
PAY-0000229,CRT-00083,0.0,2026-06-18,SYNBANK-941923,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000229
PAY-0000230,CRT-00055,0.0,2026-04-29,SYNBANK-618797,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000230
PAY-0000231,CRT-00070,1273.56,2026-05-25,SYNBANK-784651,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000231
PAY-0000232,CRT-00087,682.0,2026-06-24,SYNBANK-978712,MONTH_END,PAID,LIVE_HOST,SRCREF-0000232
PAY-0000233,CRT-00065,998.56,2026-05-17,SYNBANK-737059,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000233
PAY-0000234,CRT-00028,907.4,2026-03-11,SYNBANK-307218,MONTH_END,PAID,LIVE_HOST,SRCREF-0000234
PAY-0000235,CRT-00051,1791.14,2026-04-23,SYNBANK-579459,MONTH_END,PAID,LIVE_HOST,SRCREF-0000235
PAY-0000236,CRT-00067,0.0,2026-05-21,SYNBANK-759251,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000236
PAY-0000237,CRT-00007,682.0,2026-02-04,SYNBANK-078919,MONTH_END,PAID,LIVE_HOST,SRCREF-0000237
PAY-0000238,CRT-00016,2366.5,2026-02-19,SYNBANK-178971,MONTH_END,PAID,LIVE_HOST,SRCREF-0000238
PAY-0000239,CRT-00059,0.0,2026-05-06,SYNBANK-661597,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000239
PAY-0000240,CRT-00053,0.0,2026-04-25,SYNBANK-593660,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000240
PAY-0000241,CRT-00021,5560.45,2026-03-01,SYNBANK-238002,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000241
PAY-0000242,CRT-00035,0.0,2026-03-25,SYNBANK-396430,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000242
PAY-0000243,CRT-00076,1870.79,2026-06-06,SYNBANK-860168,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000243
PAY-0000244,CRT-00075,1047.29,2026-06-03,SYNBANK-843975,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000244
PAY-0000245,CRT-00048,682.0,2026-04-18,SYNBANK-545208,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000245
PAY-0000246,CRT-00064,5869.84,2026-05-16,SYNBANK-726220,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000246
PAY-0000247,CRT-00029,6273.96,2026-03-14,SYNBANK-323087,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000247
PAY-0000248,CRT-00012,0.0,2026-02-12,SYNBANK-132629,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000248
PAY-0000249,CRT-00016,1204.8,2026-02-19,SYNBANK-174134,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000249
PAY-0000250,CRT-00078,0.0,2026-06-10,SYNBANK-886253,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000250
PAY-0000251,CRT-00068,682.0,2026-05-22,SYNBANK-764315,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000251
PAY-0000252,CRT-00074,0.0,2026-06-03,SYNBANK-840158,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000252
PAY-0000253,CRT-00076,1017.23,2026-06-05,SYNBANK-855997,MONTH_END,PAID,LIVE_HOST,SRCREF-0000253
PAY-0000254,CRT-00013,0.0,2026-02-13,SYNBANK-139175,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000254
PAY-0000255,CRT-00022,2195.18,2026-03-01,SYNBANK-241324,MONTH_END,PAID,LIVE_HOST,SRCREF-0000255
PAY-0000256,CRT-00047,0.0,2026-04-14,SYNBANK-524960,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000256
PAY-0000257,CRT-00018,1009.28,2026-02-23,SYNBANK-203166,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000257
PAY-0000258,CRT-00019,2939.7,2026-02-24,SYNBANK-206363,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000258
PAY-0000259,CRT-00056,0.0,2026-05-01,SYNBANK-634261,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000259
PAY-0000260,CRT-00030,796.87,2026-03-15,SYNBANK-329550,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000260
PAY-0000261,CRT-00032,804.46,2026-03-20,SYNBANK-361616,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000261
PAY-0000262,CRT-00030,1245.53,2026-03-15,SYNBANK-333008,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000262
PAY-0000263,CRT-00024,0.0,2026-03-05,SYNBANK-264678,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000263
PAY-0000264,CRT-00035,1866.5,2026-03-25,SYNBANK-393976,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000264
PAY-0000265,CRT-00018,921.2,2026-02-22,SYNBANK-197088,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000265
PAY-0000266,CRT-00043,751.1,2026-04-07,SYNBANK-480432,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000266
PAY-0000267,CRT-00011,5197.29,2026-02-11,SYNBANK-122952,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000267
PAY-0000268,CRT-00023,0.0,2026-03-03,SYNBANK-254586,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000268
PAY-0000269,CRT-00062,1350.67,2026-05-12,SYNBANK-701439,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000269
PAY-0000270,CRT-00065,1793.58,2026-05-16,SYNBANK-729625,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000270
PAY-0000271,CRT-00087,1850.78,2026-06-24,SYNBANK-978274,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000271
PAY-0000272,CRT-00032,0.0,2026-03-19,SYNBANK-353312,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000272
PAY-0000273,CRT-00041,682.0,2026-04-05,SYNBANK-464769,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000273
PAY-0000274,CRT-00021,1110.28,2026-02-27,SYNBANK-228696,MONTH_END,PAID,LIVE_HOST,SRCREF-0000274
PAY-0000275,CRT-00022,0.0,2026-03-02,SYNBANK-246266,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000275
PAY-0000276,CRT-00075,3354.82,2026-06-04,SYNBANK-851048,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000276
PAY-0000277,CRT-00021,1902.2,2026-03-01,SYNBANK-237722,MONTH_END,PAID,LIVE_HOST,SRCREF-0000277
PAY-0000278,CRT-00073,682.0,2026-06-01,SYNBANK-827182,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000278
PAY-0000279,CRT-00084,2680.45,2026-06-20,SYNBANK-953243,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000279
PAY-0000280,CRT-00086,2686.21,2026-06-23,SYNBANK-968893,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000280
PAY-0000281,CRT-00036,0.0,2026-03-27,SYNBANK-407200,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000281
PAY-0000282,CRT-00006,1886.35,2026-02-01,SYNBANK-058916,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000282
PAY-0000283,CRT-00032,1436.96,2026-03-19,SYNBANK-356887,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000283
PAY-0000284,CRT-00077,944.49,2026-06-07,SYNBANK-869091,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000284
PAY-0000285,CRT-00065,0.0,2026-05-18,SYNBANK-738011,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000285
PAY-0000286,CRT-00008,0.0,2026-02-06,SYNBANK-090035,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000286
PAY-0000287,CRT-00040,1356.0,2026-04-02,SYNBANK-445899,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000287
PAY-0000288,CRT-00034,0.0,2026-03-23,SYNBANK-380741,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000288
PAY-0000289,CRT-00052,709.28,2026-04-24,SYNBANK-586292,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000289
PAY-0000290,CRT-00054,0.0,2026-04-27,SYNBANK-605807,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000290
PAY-0000291,CRT-00019,1291.09,2026-02-25,SYNBANK-213261,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000291
PAY-0000292,CRT-00054,3343.53,2026-04-28,SYNBANK-610530,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000292
PAY-0000293,CRT-00071,2379.69,2026-05-28,SYNBANK-804005,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000293
PAY-0000294,CRT-00012,682.0,2026-02-11,SYNBANK-126047,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000294
PAY-0000295,CRT-00084,3810.97,2026-06-20,SYNBANK-950316,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000295
PAY-0000296,CRT-00014,0.0,2026-02-16,SYNBANK-158876,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000296
PAY-0000297,CRT-00053,1138.26,2026-04-26,SYNBANK-599792,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000297
PAY-0000298,CRT-00081,0.0,2026-06-15,SYNBANK-917199,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000298
PAY-0000299,CRT-00046,2214.41,2026-04-13,SYNBANK-517391,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000299
PAY-0000300,CRT-00061,3421.79,2026-05-10,SYNBANK-690779,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000300
PAY-0000301,CRT-00074,0.0,2026-06-02,SYNBANK-838428,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000301
PAY-0000302,CRT-00082,3025.53,2026-06-15,SYNBANK-921999,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000302
PAY-0000303,CRT-00002,1057.35,2026-01-24,SYNBANK-011441,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000303
PAY-0000304,CRT-00001,1812.22,2026-01-23,SYNBANK-004315,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000304
PAY-0000305,CRT-00073,1075.79,2026-05-30,SYNBANK-818706,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000305
PAY-0000306,CRT-00021,0.0,2026-03-01,SYNBANK-238174,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000306
PAY-0000307,CRT-00037,861.33,2026-03-27,SYNBANK-409893,MONTH_END,PAID,LIVE_HOST,SRCREF-0000307
PAY-0000308,CRT-00022,766.66,2026-03-02,SYNBANK-249362,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000308
PAY-0000309,CRT-00083,2069.43,2026-06-17,SYNBANK-932293,MONTH_END,PAID,LIVE_HOST,SRCREF-0000309
PAY-0000310,CRT-00022,803.85,2026-03-02,SYNBANK-245883,MONTH_END,PAID,LIVE_HOST,SRCREF-0000310
PAY-0000311,CRT-00067,2522.89,2026-05-21,SYNBANK-760264,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000311
PAY-0000312,CRT-00071,682.0,2026-05-28,SYNBANK-803733,MONTH_END,PAID,LIVE_HOST,SRCREF-0000312
PAY-0000313,CRT-00048,2378.31,2026-04-17,SYNBANK-542839,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000313
PAY-0000314,CRT-00087,836.77,2026-06-26,SYNBANK-988419,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000314
PAY-0000315,CRT-00077,0.0,2026-06-08,SYNBANK-874653,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000315
PAY-0000316,CRT-00060,2207.5,2026-05-07,SYNBANK-672279,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000316
PAY-0000317,CRT-00076,0.0,2026-06-06,SYNBANK-859212,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000317
PAY-0000318,CRT-00069,0.0,2026-05-24,SYNBANK-777553,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000318
PAY-0000319,CRT-00047,1418.32,2026-04-14,SYNBANK-523757,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000319
PAY-0000320,CRT-00003,0.0,2026-01-27,SYNBANK-029212,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000320
PAY-0000321,CRT-00057,0.0,2026-05-03,SYNBANK-647238,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000321
PAY-0000322,CRT-00002,0.0,2026-01-26,SYNBANK-021476,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000322
PAY-0000323,CRT-00081,1013.95,2026-06-14,SYNBANK-914235,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000323
PAY-0000324,CRT-00004,0.0,2026-01-29,SYNBANK-044418,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000324
PAY-0000325,CRT-00020,6324.09,2026-02-26,SYNBANK-219485,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000325
PAY-0000326,CRT-00002,0.0,2026-01-25,SYNBANK-014973,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000326
PAY-0000327,CRT-00032,2315.73,2026-03-19,SYNBANK-353338,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000327
PAY-0000328,CRT-00013,1204.79,2026-02-14,SYNBANK-145188,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000328
PAY-0000329,CRT-00034,762.56,2026-03-22,SYNBANK-376283,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000329
PAY-0000330,CRT-00057,1050.81,2026-05-02,SYNBANK-636503,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000330
PAY-0000331,CRT-00080,0.0,2026-06-13,SYNBANK-904075,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000331
PAY-0000332,CRT-00018,682.0,2026-02-22,SYNBANK-197277,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000332
PAY-0000333,CRT-00076,917.24,2026-06-05,SYNBANK-857730,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000333
PAY-0000334,CRT-00067,0.0,2026-05-20,SYNBANK-753830,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000334
PAY-0000335,CRT-00042,1750.69,2026-04-06,SYNBANK-468175,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000335
PAY-0000336,CRT-00008,682.0,2026-02-05,SYNBANK-089584,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000336
PAY-0000337,CRT-00022,777.0,2026-03-02,SYNBANK-249525,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000337
PAY-0000338,CRT-00076,0.0,2026-06-06,SYNBANK-862219,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000338
PAY-0000339,CRT-00017,1363.72,2026-02-21,SYNBANK-188776,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000339
PAY-0000340,CRT-00059,0.0,2026-05-07,SYNBANK-669860,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000340
PAY-0000341,CRT-00029,898.86,2026-03-14,SYNBANK-325531,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000341
PAY-0000342,CRT-00042,0.0,2026-04-06,SYNBANK-468494,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000342
PAY-0000343,CRT-00009,682.0,2026-02-07,SYNBANK-100350,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000343
PAY-0000344,CRT-00041,1254.12,2026-04-04,SYNBANK-455691,MONTH_END,PAID,LIVE_HOST,SRCREF-0000344
PAY-0000345,CRT-00007,2388.89,2026-02-03,SYNBANK-071435,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000345
PAY-0000346,CRT-00032,0.0,2026-03-19,SYNBANK-358774,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000346
PAY-0000347,CRT-00027,1780.22,2026-03-11,SYNBANK-302952,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000347
PAY-0000348,CRT-00038,1093.61,2026-03-31,SYNBANK-430230,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000348
PAY-0000349,CRT-00047,0.0,2026-04-15,SYNBANK-530383,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000349
PAY-0000350,CRT-00067,1779.34,2026-05-20,SYNBANK-755484,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000350
PAY-0000351,CRT-00005,0.0,2026-01-30,SYNBANK-048711,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000351
PAY-0000352,CRT-00003,5175.8,2026-01-26,SYNBANK-024296,MONTH_END,PAID,LIVE_HOST,SRCREF-0000352
PAY-0000353,CRT-00040,1106.04,2026-04-02,SYNBANK-445308,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000353
PAY-0000354,CRT-00027,0.0,2026-03-11,SYNBANK-302430,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000354
PAY-0000355,CRT-00001,682.0,2026-01-23,SYNBANK-005132,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000355
PAY-0000356,CRT-00028,2554.26,2026-03-13,SYNBANK-314560,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000356
PAY-0000357,CRT-00064,4863.98,2026-05-14,SYNBANK-717406,MONTH_END,PAID,LIVE_HOST,SRCREF-0000357
PAY-0000358,CRT-00085,0.0,2026-06-22,SYNBANK-964958,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000358
PAY-0000359,CRT-00032,0.0,2026-03-20,SYNBANK-359380,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000359
PAY-0000360,CRT-00060,3075.18,2026-05-08,SYNBANK-678742,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000360
PAY-0000361,CRT-00040,728.86,2026-04-02,SYNBANK-448712,MONTH_END,PAID,LIVE_HOST,SRCREF-0000361
PAY-0000362,CRT-00086,0.0,2026-06-23,SYNBANK-969284,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000362
PAY-0000363,CRT-00014,4025.24,2026-02-16,SYNBANK-157830,MONTH_END,PAID,LIVE_HOST,SRCREF-0000363
PAY-0000364,CRT-00008,1851.77,2026-02-05,SYNBANK-086099,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000364
PAY-0000365,CRT-00003,0.0,2026-01-27,SYNBANK-029617,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000365
PAY-0000366,CRT-00027,3966.09,2026-03-11,SYNBANK-301537,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000366
PAY-0000367,CRT-00084,1052.24,2026-06-20,SYNBANK-952819,MONTH_END,PAID,LIVE_HOST,SRCREF-0000367
PAY-0000368,CRT-00033,4362.1,2026-03-21,SYNBANK-368435,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000368
PAY-0000369,CRT-00019,1160.02,2026-02-25,SYNBANK-215544,MONTH_END,PAID,LIVE_HOST,SRCREF-0000369
PAY-0000370,CRT-00009,1717.58,2026-02-07,SYNBANK-101441,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000370
PAY-0000371,CRT-00074,0.0,2026-06-03,SYNBANK-840401,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000371
PAY-0000372,CRT-00081,2205.91,2026-06-14,SYNBANK-913762,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000372
PAY-0000373,CRT-00026,0.0,2026-03-09,SYNBANK-294734,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000373
PAY-0000374,CRT-00053,1383.78,2026-04-26,SYNBANK-601225,MONTH_END,PAID,LIVE_HOST,SRCREF-0000374
PAY-0000375,CRT-00005,2243.68,2026-01-30,SYNBANK-047817,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000375
PAY-0000376,CRT-00033,0.0,2026-03-20,SYNBANK-364049,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000376
PAY-0000377,CRT-00085,1703.53,2026-06-22,SYNBANK-964851,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000377
PAY-0000378,CRT-00007,1641.02,2026-02-04,SYNBANK-077080,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000378
PAY-0000379,CRT-00036,760.18,2026-03-26,SYNBANK-398251,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000379
PAY-0000380,CRT-00062,0.0,2026-05-11,SYNBANK-694529,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000380
PAY-0000381,CRT-00085,1149.58,2026-06-21,SYNBANK-960382,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000381
PAY-0000382,CRT-00023,5043.94,2026-03-03,SYNBANK-254258,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000382
PAY-0000383,CRT-00086,0.0,2026-06-24,SYNBANK-976623,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000383
PAY-0000384,CRT-00006,1614.85,2026-02-01,SYNBANK-060161,MONTH_END,PAID,LIVE_HOST,SRCREF-0000384
PAY-0000385,CRT-00047,1108.58,2026-04-15,SYNBANK-531566,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000385
PAY-0000386,CRT-00081,0.0,2026-06-14,SYNBANK-913462,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000386
PAY-0000387,CRT-00023,682.0,2026-03-04,SYNBANK-257971,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000387
PAY-0000388,CRT-00019,682.0,2026-02-23,SYNBANK-204736,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000388
PAY-0000389,CRT-00019,682.0,2026-02-24,SYNBANK-205375,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000389
PAY-0000390,CRT-00067,0.0,2026-05-21,SYNBANK-761294,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000390
PAY-0000391,CRT-00082,0.0,2026-06-16,SYNBANK-926509,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000391
PAY-0000392,CRT-00039,0.0,2026-04-01,SYNBANK-437807,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000392
PAY-0000393,CRT-00047,0.0,2026-04-15,SYNBANK-531570,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000393
PAY-0000394,CRT-00014,1167.86,2026-02-15,SYNBANK-148917,MONTH_END,PAID,LIVE_HOST,SRCREF-0000394
PAY-0000395,CRT-00083,0.0,2026-06-17,SYNBANK-932568,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000395
PAY-0000396,CRT-00058,986.67,2026-05-05,SYNBANK-656230,MONTH_END,PAID,LIVE_HOST,SRCREF-0000396
PAY-0000397,CRT-00061,0.0,2026-05-09,SYNBANK-683037,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000397
PAY-0000398,CRT-00035,3175.76,2026-03-24,SYNBANK-388814,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000398
PAY-0000399,CRT-00026,1352.2,2026-03-09,SYNBANK-290627,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000399
PAY-0000400,CRT-00027,0.0,2026-03-11,SYNBANK-301944,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000400
PAY-0000401,CRT-00055,682.0,2026-04-30,SYNBANK-624057,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000401
PAY-0000402,CRT-00084,2729.08,2026-06-20,SYNBANK-951774,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000402
PAY-0000403,CRT-00067,0.0,2026-05-20,SYNBANK-754467,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000403
PAY-0000404,CRT-00040,0.0,2026-04-03,SYNBANK-449075,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000404
PAY-0000405,CRT-00063,0.0,2026-05-12,SYNBANK-704623,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000405
PAY-0000406,CRT-00073,0.0,2026-06-01,SYNBANK-827246,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000406
